EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000035,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FRONTSIDE CLEAN,RCA CLEAN 1
ns_000036,MEASURE VIA CD,DEPOSIT BARRIER METAL,HARD BAKE,PARAMETRIC TEST,PRE ANNEAL CHECK
ns_000037,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,HF DIP,OPEN BOND PAD WINDOW,SHIP LOT
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE FILM THICKNESS,MEASURE METAL THICKNESS,STRIP RESIST
ns_000039,ANISOTROPIC ETCH SPACER,FIELD PATTERN INSPECTION,INSPECT PATTERN LEVEL 1,PATTERN INSPECTION LEVEL 2,MEASURE EPITAXY THICKNESS
ns_000040,MEASURE VIA CD,DEPOSIT BARRIER METAL,HARD BAKE,PARAMETRIC TEST,PRE ANNEAL CHECK
ns_000041,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE JUNCTION PROFILE,MEASURE DEVICE PARAMETER,MEASURE SHEET RESISTANCE
ns_000042,MEASURE JUNCTION PROFILE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE DEVICE PARAMETER
ns_000043,MEASURE BACKSIDE CONTACT,EXPOSE LITHO LEVEL 6,DRY WAFER BACKSIDE,DEPOSIT BACKSIDE METAL,ALIGN MASK LEVEL 6
ns_000044,CURE PASSIVATION,FIELD PATTERN INSPECTION,CLEAN PAD OPENING,EPITAXY PREP,LEAKAGE TEST
ns_000045,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 2,ALIGN MASK LEVEL 1,CLEAN AFTER VIA ETCH
ns_000046,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO
ns_000047,WET CLEAN RCA1,RCA CLEAN 1,FRONTSIDE CLEAN,BACKSIDE CLEAN,RAPID THERMAL ANNEAL
ns_000048,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,DEVELOP PHOTORESIST,ANNEAL METAL 1,MEASURE RESISTIVITY
ns_000049,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,HARD BAKE,STRIP PHOTORESIST
ns_000050,BACKSIDE ANNEAL,MEASURE PAD OPENING,DEPOSIT BACKSIDE PROTECTION,CLEAN PAD OPENING,MEASURE BACKSIDE CONTACT
ns_000051,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT N BUFFER,INSPECT PATTERN LEVEL 1
ns_000052,FILL VIA METAL,FILL VIA TUNGSTEN,BACKSIDE ETCH CLEAN,EXPOSE LITHO LEVEL 5,BACKSIDE RINSE
ns_000053,MEASURE RESISTIVITY,WAFER SURFACE CLEAN,RINSE WET WAFER_EDGE,INSPECT PATTERN LEVEL 1,DEPOSIT PAD OXIDE
ns_000054,EXPOSE LITHO LEVEL 4,METAL PATTERN INSPECTION,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2
ns_000055,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000056,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT CHANNEL STOP,DRY WAFER BACKSIDE,DEPOSIT SPACER DIELECTRIC
ns_000057,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000058,GATE OXIDE GROWTH,MEASURE GATE OXIDE THICKNESS,EXPOSE LITHO LEVEL 5,POLYSILICON ANNEAL,GATE OXIDE PREP
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,STRIP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000060,BACKSIDE ETCH CLEAN,BACKSIDE DRY,BACKSIDE RINSE,DEPOSIT BACKSIDE METAL,BACKSIDE METALLIZATION PREP
ns_000061,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,STRIP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000064,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,CLEAN AFTER POLY ETCH,DEPOSIT TOP METAL
ns_000065,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,MEASURE OXIDE THICKNESS,LOT IDENTIFICATION,LOT RELEASE
ns_000066,DEPOSIT METAL SEED,PATTERN INSPECTION LEVEL 1,ALIGN MASK LEVEL 6,DEPOSIT TUNGSTEN SEED,EXPOSE LITHO LEVEL 6
ns_000067,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000068,THRESHOLD VOLTAGE TEST,SWITCHING TEST,PARAMETRIC TEST,FINAL CLEAN,RAPID THERMAL ANNEAL
ns_000069,MEASURE SPACER WIDTH,IMPLANT LDD,PRE ANNEAL CHECK,POST EXPOSE BAKE,STRIP RESIST
ns_000070,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER OXIDE ETCH,EXPOSE LITHO LEVEL 6,EXPOSE LITHO LEVEL 4
ns_000071,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT METAL 1,DEPOSIT TOP METAL,DEVELOP PHOTORESIST
ns_000072,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FRONTSIDE CLEAN,RCA CLEAN 1
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000074,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,FILL VIA TUNGSTEN,CLEAN AFTER WINDOW ETCH,ANISOTROPIC ETCH SPACER
ns_000075,SOFT BAKE,EXPOSE LITHO LEVEL 3,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3
ns_000076,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,FILL VIA TUNGSTEN,ALIGN MASK LEVEL 5,CLEAN AFTER WINDOW ETCH
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PAD WINDOW,OPEN PAD WINDOW LITHO
ns_000078,MEASURE SPACER WIDTH,IMPLANT LDD,PRE ANNEAL CHECK,POST EXPOSE BAKE,STRIP RESIST
ns_000079,LOT RELEASE,FINAL LOT RELEASE,YIELD ANALYSIS,WAFER SORT TEST,MEASURE PASSIVATION QUALITY
ns_000080,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,ANISOTROPIC ETCH SPACER,EXPOSE LITHO LEVEL 6,EXPOSE LITHO LEVEL 4
ns_000081,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4,ALIGN MASK LEVEL 3,SOFT BAKE,ETCH WET BACKSIDE
ns_000082,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000083,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000084,ANISOTROPIC ETCH SPACER,INSPECT PATTERN LEVEL 1,FIELD PATTERN INSPECTION,PATTERN INSPECTION LEVEL 2,MEASURE EPITAXY THICKNESS
ns_000085,LOT RELEASE,FINAL LOT RELEASE,YIELD ANALYSIS,WAFER SORT TEST,MEASURE PASSIVATION QUALITY
ns_000086,VIA INSPECTION,VIA OPENING INSPECTION,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,ANNEAL METAL 1
ns_000087,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 4,CLEAN AFTER WINDOW ETCH,CLEAN AFTER POLY ETCH,EXPOSE LITHO LEVEL 1
ns_000088,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,RAPID THERMAL ANNEAL,LIGHT ANNEAL,DEVELOP PAD WINDOW
ns_000089,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT N BUFFER,INSPECT PATTERN LEVEL 1
ns_000090,YIELD ANALYSIS,WAFER SORT TEST,EPITAXIAL LAYER PREP,FINAL LOT RELEASE,SOFT BAKE
ns_000091,SOFT BAKE,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3,IMPLANT WELL
ns_000092,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST,ANNEAL METAL 1
ns_000093,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE POLY THICKNESS,RCA CLEAN 2
ns_000094,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4,ALIGN MASK LEVEL 3,SOFT BAKE,RECEIVE WAFER LOT
ns_000095,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEVELOP PAD WINDOW
ns_000096,ANNEAL METAL 1,ANNEAL METAL,SOFT BAKE,RECEIVE WAFER LOT,CMP VIA FILL
ns_000097,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,DEPOSIT METAL SEED,CLEAN AFTER ETCH,EXPOSE LITHO LEVEL 5
ns_000098,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000099,POLYSILICON ETCH,HARD BAKE,METAL ETCH DRY,DIELECTRIC ETCH VIA,POLYSILICON ETCH DRY
ns_000100,DEPOSIT BACKSIDE METAL,BACKSIDE ETCH CLEAN,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,MEASURE BACKSIDE CONTACT
ns_000101,DENSIFY OXIDE,DENSIFY DIELECTRIC,IMPLANT WELL,IMPLANT SOURCE DRAIN,IMPLANT SOURCE REGION
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,RCA CLEAN 1
ns_000103,EXPOSE LITHO LEVEL 4,METAL PATTERN INSPECTION,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 2
ns_000104,MEASURE JUNCTION PROFILE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE DEVICE PARAMETER
ns_000105,SOFT BAKE,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EPITAXY ANNEAL,ALIGN MASK LEVEL 3
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,HF DIP
ns_000107,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT GATE OXIDE OR DIELECTRIC,RECEIVE WAFER LOT,IMPLANT LDD
ns_000108,BACKSIDE RINSE,BACKSIDE DRY,DEPOSIT BACKSIDE METAL,BACKSIDE ETCH CLEAN,BACKSIDE METALLIZATION PREP
ns_000109,DEPOSIT BACKSIDE METAL,BACKSIDE DRY,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,BACKSIDE METALLIZATION PREP
ns_000110,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,ANISOTROPIC ETCH SPACER,EXPOSE LITHO LEVEL 4,GATE OXIDE PREP
ns_000111,METAL ETCH,HARD BAKE,POLYSILICON ETCH DRY,DIELECTRIC ETCH VIA,METAL ETCH DRY
ns_000112,CLEAN AFTER POLY ETCH,EXPOSE LITHO LEVEL 4,PATTERN INSPECTION LEVEL 1,EPITAXY PREP,EXPOSE LITHO LEVEL 2
ns_000113,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,BACKSIDE ETCH CLEAN,CLEAN AFTER FIELD ETCH,BACKSIDE RINSE
ns_000114,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,METAL ETCH,MEASURE DIELECTRIC THICKNESS,DEPOSIT SPACER DIELECTRIC
ns_000115,MEASURE GATE OXIDE THICKNESS,GATE OXIDE GROWTH,ETCH WET BACKSIDE,POLYSILICON ANNEAL,PATTERN INSPECTION LEVEL 1
ns_000116,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,FRONTSIDE CLEAN
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,FINAL LOT RELEASE,LOT RELEASE,SUBSTRATE CHECK
ns_000118,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,RCA CLEAN 1
ns_000119,METAL ETCH,HARD BAKE,POLYSILICON ETCH DRY,DIELECTRIC ETCH VIA,METAL ETCH DRY
ns_000120,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,CLEAN AFTER POLY ETCH,DEPOSIT METAL 1
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT GATE OXIDE OR DIELECTRIC,FINAL CD INSPECTION,ANNEAL METAL
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,SPIN COAT PHOTORESIST,STRIP PHOTORESIST
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,HARD BAKE,PARAMETRIC TEST,DEVELOP PHOTORESIST
ns_000124,SOFT BAKE,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3
ns_000125,METAL ETCH,HARD BAKE,OXIDE ETCH,METAL ETCH DRY,POLYSILICON ETCH
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,EPITAXIAL LAYER PREP,SOFT BAKE,EPITAXIAL REWORK CHECK
ns_000127,EPITAXY PREP,EPITAXIAL DEPOSITION,EXPOSE LITHO LEVEL 1,OXIDE STRIP,CLEAN AFTER POLY ETCH
ns_000128,MEASURE EPITAXY THICKNESS,WAFER SURFACE CLEAN,INSPECT PATTERN LEVEL 1,ANNEAL OXIDE,ETCH WET BACKSIDE
ns_000129,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,HARD BAKE,STRIP PHOTORESIST
ns_000130,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,HARD BAKE,STRIP PHOTORESIST
ns_000131,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE POLY THICKNESS,RCA CLEAN 2
ns_000132,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 1,CLEAN AFTER OXIDE ETCH,POLYSILICON ANNEAL,LOT IDENTIFICATION
ns_000133,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,BACKSIDE ETCH CLEAN,CLEAN AFTER FIELD ETCH,BACKSIDE RINSE
ns_000134,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS
ns_000135,SOFT BAKE,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,IMPLANT WELL,ALIGN MASK LEVEL 4
ns_000136,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,MEASURE CD LEVEL 1,PRE ANNEAL CHECK,MEASURE OPENING CD
ns_000137,HF DIP,EPITAXY PREP,METAL PATTERN INSPECTION,EXPOSE LITHO LEVEL 1,ETCH SILICON OR OXIDE WINDOW
ns_000138,PRE ANNEAL CHECK,LIGHT ANNEAL,RAPID THERMAL ANNEAL,DRIVE IN DIFFUSION,DEPOSIT POLYSILICON
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE FILM THICKNESS,MEASURE METAL THICKNESS,STRIP RESIST
ns_000140,EPITAXIAL DEPOSITION,EPITAXY PREP,OXIDE STRIP,GRINDING WAFER BACKSIDE,EPITAXY ANNEAL
ns_000141,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4,ALIGN MASK LEVEL 3,ETCH WET BACKSIDE,SOFT BAKE
ns_000142,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT N BUFFER,INSPECT PATTERN LEVEL 1
ns_000143,POLY PATTERN INSPECTION,P BODY WINDOW INSPECTION,PATTERN INSPECTION LEVEL 1,MEASURE BACKSIDE ROUGHNESS,POLYSILICON ANNEAL
ns_000144,EPITAXIAL DEPOSITION,GRINDING WAFER BACKSIDE,DRY WAFER,WAFER CLEAN PRE-GRIND,EPITAXY PREP
ns_000145,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT CHANNEL STOP,WAFER CLEAN PRE-GRIND,DEPOSIT SPACER DIELECTRIC
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT GATE OXIDE OR DIELECTRIC,FINAL CD INSPECTION,ANNEAL METAL
ns_000147,MEASURE PAD OPENING,IMPLANT SOURCE DRAIN,BACKSIDE ANNEAL,CLEAN PAD OPENING,FILL VIA METAL
ns_000148,ANNEAL METAL 1,ANNEAL METAL,RECEIVE WAFER LOT,CMP VIA FILL,CMP METAL
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,RCA CLEAN 1
ns_000150,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,BACKSIDE THINNING CHECK,RCA CLEAN 1
ns_000151,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,ETCH SILICON OR OXIDE WINDOW
ns_000152,MEASURE PAD OPENING,BACKSIDE ANNEAL,CLEAN PAD OPENING,BACKSIDE CLEAN,DEPOSIT BACKSIDE METAL
ns_000153,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,METAL ETCH,MEASURE DIELECTRIC THICKNESS,DEPOSIT SPACER DIELECTRIC
ns_000154,ANISOTROPIC ETCH SPACER,INSPECT PATTERN LEVEL 1,PATTERN INSPECTION LEVEL 2,MEASURE EPITAXY THICKNESS,FIELD PATTERN INSPECTION
ns_000155,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,HF DIP,OPEN BOND PAD WINDOW,IMPLANT N BUFFER
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP
ns_000157,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,FRONTSIDE CLEAN
ns_000158,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE POLY THICKNESS,RCA CLEAN 2
ns_000159,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,RCA CLEAN 2,WET CLEAN RCA2
ns_000160,METAL ETCH,HARD BAKE,OXIDE ETCH,POLYSILICON ETCH,FIELD OXIDE ETCH
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,HARD BAKE,PRE ANNEAL CHECK,PARAMETRIC TEST
ns_000163,BACKSIDE ANNEAL,MEASURE PAD OPENING,CLEAN PAD OPENING,DEPOSIT BACKSIDE PROTECTION,BACKSIDE GRIND
ns_000164,FILL VIA METAL,FILL VIA TUNGSTEN,BACKSIDE ETCH CLEAN,EXPOSE LITHO LEVEL 5,BACKSIDE RINSE
ns_000165,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,WAFER CLEAN PRE-GRIND,IMPLANT WELL,MEASURE CD LEVEL 1
ns_000166,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER OXIDE ETCH,ALIGN MASK LEVEL 6,EXPOSE LITHO LEVEL 6
ns_000167,SWITCHING TEST,THRESHOLD VOLTAGE TEST,LOT IDENTIFICATION,LEAKAGE TEST,METAL PATTERN INSPECTION
ns_000168,ANISOTROPIC ETCH SPACER,FIELD PATTERN INSPECTION,INSPECT PATTERN LEVEL 1,PATTERN INSPECTION LEVEL 2,ALIGN MASK LEVEL 4
ns_000169,CLEAN AFTER POLY ETCH,EXPOSE LITHO LEVEL 4,PATTERN INSPECTION LEVEL 1,EXPOSE LITHO LEVEL 2,EPITAXY PREP
ns_000170,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP PHOTORESIST,STRIP RESIST
ns_000171,EPITAXIAL DEPOSITION,EPITAXY PREP,OXIDE STRIP,GRINDING WAFER BACKSIDE,DRY WAFER
ns_000172,GATE OXIDE PREP,GATE OXIDE GROWTH,POLYSILICON ANNEAL,MEASURE GATE OXIDE THICKNESS,ANNEAL DIELECTRIC
ns_000173,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000174,ANNEAL METAL 1,ANNEAL METAL,RECEIVE WAFER LOT,CMP METAL,CMP VIA FILL
ns_000175,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,BACKSIDE DRY,DEPOSIT BACKSIDE METAL,BACKSIDE METALLIZATION PREP
ns_000176,PATTERN INSPECTION LEVEL 1,METAL PATTERN INSPECTION,FIELD PATTERN INSPECTION,ANNEAL DIELECTRIC,P BODY WINDOW INSPECTION
