EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000020,VIA ETCH,DIELECTRIC ETCH VIA,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL
ns_000021,POLYSILICON ETCH,POLYSILICON ETCH DRY,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,MEASURE GATE CD
ns_000022,EPITAXY ANNEAL,MEASURE JUNCTION DEPTH,MEASURE JUNCTION PROFILE,WAFER SURFACE CLEAN,GATE OXIDE PREP
ns_000023,ETCH SILICON OR OXIDE WINDOW,CLEAN AFTER ETCH,FIELD OXIDE ETCH,MEASURE WINDOW CD,IMPLANT WELL
ns_000024,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL 1,MEASURE VIA RESISTANCE,MEASURE FILM THICKNESS
ns_000025,VIA ETCH,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL 1
ns_000026,ANNEAL METAL 1,MEASURE BACKSIDE CONTACT,BACKSIDE ANNEAL,MEASURE RESISTIVITY,FINAL CLEAN
ns_000027,BACKSIDE METALLIZATION PREP,BACKSIDE GRIND,BACKSIDE THINNING CHECK,BACKSIDE DRY,BACKSIDE CLEAN FINAL
ns_000028,DEPOSIT GATE OXIDE OR DIELECTRIC,GATE OXIDE GROWTH,MEASURE GATE OXIDE THICKNESS,MEASURE OXIDE THICKNESS,MEASURE OXIDE QUALITY
ns_000029,PATTERN INSPECTION LEVEL 1,ETCH SILICON OR OXIDE WINDOW,CLEAN AFTER ETCH,MEASURE WINDOW CD,STRIP PHOTORESIST
ns_000030,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL GEOMETRY CHECK,YIELD ANALYSIS
ns_000031,MEASURE JUNCTION DEPTH,MEASURE JUNCTION PROFILE,MEASURE RESISTIVITY,MEASURE DEVICE PARAMETER,MEASURE LINE WIDTH
ns_000032,RCA CLEAN 1,OXIDE ETCH,HF DIP,,
ns_000033,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1,MEASURE CD LEVEL 1
ns_000034,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,CLEAN AFTER VIA ETCH,MEASURE VIA CD,FILL VIA TUNGSTEN
ns_000035,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL ELECTRICAL TEST PREP,BREAKDOWN VOLTAGE TEST,LEAKAGE TEST
ns_000036,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA RESISTANCE
ns_000037,CLEAN PAD OPENING,MEASURE PAD OPENING,FINAL CLEAN,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000038,POLYSILICON ETCH,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,MEASURE POLY THICKNESS,STRIP RESIST
ns_000039,ANISOTROPIC ETCH SPACER,STRIP RESIST,CMP DIELECTRIC,MEASURE SPACER WIDTH,IMPLANT LDD
ns_000040,EPITAXIAL DEPOSITION,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION,MEASURE VIA RESISTANCE
ns_000041,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE,MEASURE OXIDE THICKNESS,WAFER CLEAN PRE PROCESS,MEASURE SPACER WIDTH
ns_000042,MEASURE SPACER WIDTH,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY DIELECTRIC,MEASURE OXIDE THICKNESS,WAFER CLEAN PRE PROCESS
ns_000043,MEASURE BACKSIDE CONTACT,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL ELECTRICAL TEST PREP,BREAKDOWN VOLTAGE TEST
ns_000044,CURE PASSIVATION,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
ns_000045,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1,MEASURE CD LEVEL 1
ns_000046,MEASURE LINE WIDTH,MEASURE GEOMETRY,FINAL CD INSPECTION,PATTERN INSPECTION LEVEL 2,MEASURE METAL THICKNESS
ns_000047,WAFER CLEAN PRE PROCESS,EPITAXY PREP,EPITAXIAL DEPOSITION,THERMAL OXIDATION,DEPOSIT PAD OXIDE
ns_000048,THERMAL OXIDATION,DEPOSIT PAD OXIDE,GATE OXIDE GROWTH,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000049,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,IMPLANT LDD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP
ns_000050,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,MEASURE BACKSIDE ROUGHNESS,BACKSIDE CLEAN FINAL,FINAL ELECTRICAL TEST PREP
ns_000051,DEPOSIT PAD OXIDE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,CMP DIELECTRIC,DENSIFY OXIDE
ns_000052,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL 1,MEASURE VIA RESISTANCE,STRIP RESIST LEVEL 2
ns_000053,MEASURE RESISTIVITY,EPITAXY ANNEAL,MEASURE JUNCTION PROFILE,MEASURE JUNCTION DEPTH,WAFER SURFACE CLEAN
ns_000054,EXPOSE LITHO LEVEL 4,POST EXPOSE BAKE,DEVELOP PHOTORESIST,METAL PATTERN INSPECTION,METAL ETCH
ns_000055,CLEAN PAD OPENING,MEASURE PAD OPENING,FINAL CLEAN,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000056,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT SOURCE DRAIN
ns_000057,STRIP PHOTORESIST,CLEAN AFTER OXIDE ETCH,OXIDE STRIP,MEASURE OXIDE THICKNESS,MEASURE WINDOW CD
ns_000058,DEPOSIT GATE OXIDE OR DIELECTRIC,GATE OXIDE GROWTH,MEASURE GATE OXIDE THICKNESS,MEASURE OXIDE QUALITY,DEPOSIT POLYSILICON
ns_000059,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 2,HARD BAKE,POLYSILICON ETCH
ns_000060,BACKSIDE THINNING CHECK,MEASURE BACKSIDE ROUGHNESS,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,BACKSIDE ETCH CLEAN
ns_000061,MEASURE LINE WIDTH,FINAL CD INSPECTION,MEASURE METAL THICKNESS,PATTERN INSPECTION LEVEL 2,MEASURE GEOMETRY
ns_000062,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL LOT RELEASE,SHIP LOT
ns_000063,EXPOSE LITHO LEVEL 4,,,,
ns_000064,EXPOSE LITHO LEVEL 5,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PASSIVATION ETCH PAD OPENING
ns_000065,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,PASSIVATION ETCH PAD OPENING
ns_000066,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL SEED,FILL VIA METAL,DEPOSIT METAL 1
ns_000067,CLEAN AFTER OXIDE ETCH,STRIP PHOTORESIST,MEASURE WINDOW CD,OXIDE STRIP,IMPLANT WELL
ns_000068,BREAKDOWN VOLTAGE TEST,SWITCHING TEST,THRESHOLD VOLTAGE TEST,WAFER SORT TEST,YIELD ANALYSIS
ns_000069,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,MEASURE SPACER WIDTH
ns_000070,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,STRIP RESIST LEVEL 2,MEASURE METAL THICKNESS,DEPOSIT INTERLAYER DIELECTRIC
ns_000071,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DENSIFY DIELECTRIC,SPIN COAT PHOTORESIST,ALIGN MASK LEVEL 4
ns_000072,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL ELECTRICAL TEST PREP,BREAKDOWN VOLTAGE TEST,LEAKAGE TEST
ns_000073,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,ALIGN MASK LEVEL 4
ns_000074,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST,VIA INSPECTION,PATTERN INSPECTION LEVEL 1
ns_000075,SOFT BAKE,ALIGN MASK LEVEL 2,HARD BAKE,EXPOSE LITHO LEVEL 2,MEASURE POLY THICKNESS
ns_000076,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,VIA ETCH,CMP VIA FILL
ns_000077,MEASURE METAL THICKNESS,MEASURE LINE WIDTH,MEASURE GEOMETRY,PATTERN INSPECTION LEVEL 2,DEPOSIT INTERLAYER DIELECTRIC
ns_000078,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,CMP DIELECTRIC,MEASURE SPACER WIDTH
ns_000079,RCA CLEAN 1,OXIDE ETCH,HF DIP,,
ns_000080,CLEAN AFTER METAL ETCH,STRIP RESIST LEVEL 2,MEASURE LINE WIDTH,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE
ns_000081,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,VIA INSPECTION,MEASURE CD LEVEL 1,DEVELOP PHOTORESIST
ns_000082,CLEAN AFTER METAL ETCH,STRIP PHOTORESIST,MEASURE LINE WIDTH,DEPOSIT INTERLAYER DIELECTRIC,PATTERN INSPECTION LEVEL 1
ns_000083,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,VIA OPENING INSPECTION,DEPOSIT BARRIER METAL
ns_000084,ANISOTROPIC ETCH SPACER,MEASURE SPACER WIDTH,STRIP RESIST,IMPLANT LDD,CLEAN AFTER ETCH
ns_000085,RCA CLEAN 1,OXIDE ETCH,HF DIP,,
ns_000086,VIA ETCH,DIELECTRIC ETCH VIA,VIA INSPECTION,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN
ns_000087,EXPOSE LITHO LEVEL 2,POST EXPOSE BAKE,DEVELOP PHOTORESIST,POLYSILICON ETCH,MEASURE GATE CD
ns_000088,ANNEAL OXIDE,STRIP PHOTORESIST,CLEAN AFTER ETCH,MEASURE JUNCTION DEPTH,GATE OXIDE PREP
ns_000089,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE,ANNEAL OXIDE,MEASURE FILM THICKNESS,CMP DIELECTRIC
ns_000090,FINAL ELECTRICAL TEST PREP,YIELD ANALYSIS,FINAL LOT RELEASE,SHIP LOT,PACKAGE PREPARATION
ns_000091,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,PATTERN INSPECTION LEVEL 1,HARD BAKE
ns_000092,THERMAL OXIDATION,DEPOSIT PAD OXIDE,GATE OXIDE GROWTH,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT POLYSILICON
ns_000093,MEASURE WINDOW CD,HF DIP,GATE OXIDE GROWTH,MEASURE GATE OXIDE THICKNESS,DEPOSIT POLYSILICON
ns_000094,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,VIA INSPECTION,VIA ETCH
ns_000095,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,ALIGN MASK LEVEL 4
ns_000096,METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,DEPOSIT INTERLEVEL DIELECTRIC
ns_000097,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION
ns_000098,VIA ETCH THROUGH DIELECTRIC,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,VIA OPENING INSPECTION
ns_000099,POLYSILICON ETCH,POLYSILICON ETCH DRY,STRIP RESIST,STRIP PHOTORESIST,CLEAN AFTER POLY ETCH
ns_000100,BACKSIDE ANNEAL,DEPOSIT BACKSIDE METAL,BACKSIDE CLEAN FINAL,MEASURE BACKSIDE CONTACT,MEASURE BACKSIDE ROUGHNESS
ns_000101,DENSIFY DIELECTRIC,ANNEAL DIELECTRIC,CMP INTERLAYER DIELECTRIC,MEASURE SURFACE PLANARITY,VIA INSPECTION
ns_000102,VIA ETCH,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION
ns_000103,EXPOSE LITHO LEVEL 4,METAL ETCH,METAL ETCH DRY,PATTERN INSPECTION LEVEL 2,STRIP RESIST
ns_000104,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE,ANNEAL OXIDE,MEASURE FILM THICKNESS,WAFER CLEAN PRE PROCESS
ns_000105,SOFT BAKE,ALIGN MASK LEVEL 1,POST EXPOSE BAKE,EXPOSE LITHO LEVEL 1,HARD BAKE
ns_000106,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT METAL 1,MEASURE METAL THICKNESS,DENSIFY DIELECTRIC
ns_000107,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,PASSIVATION ETCH PAD OPENING
ns_000108,BACKSIDE RINSE,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,BACKSIDE CLEAN FINAL,MEASURE BACKSIDE ROUGHNESS
ns_000109,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,MEASURE BACKSIDE ROUGHNESS,ELECTRICAL PARAMETRIC TEST
ns_000110,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,PATTERN INSPECTION LEVEL 2,DEPOSIT INTERLAYER DIELECTRIC,STRIP RESIST LEVEL 2
ns_000111,METAL ETCH,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,DEPOSIT INTERLEVEL DIELECTRIC,PATTERN INSPECTION LEVEL 2
ns_000112,CLEAN AFTER POLY ETCH,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE SPACER WIDTH,IMPLANT LDD
ns_000113,BACKSIDE DRY,MEASURE BACKSIDE ROUGHNESS,BACKSIDE METALLIZATION PREP,BACKSIDE CLEAN FINAL,MEASURE WAFER THICKNESS
ns_000114,MEASURE OXIDE THICKNESS,GATE OXIDE PREP,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS,SPIN COAT PHOTORESIST
ns_000115,DEPOSIT POLYSILICON,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,ANNEAL OXIDE,MEASURE GATE OXIDE THICKNESS
ns_000116,DRY WAFER,SUBSTRATE CHECK,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,EPITAXY PREP
ns_000117,BREAKDOWN VOLTAGE TEST,WAFER SORT TEST,YIELD ANALYSIS,FINAL ELECTRICAL TEST PREP,PACKAGE PREPARATION
ns_000118,POLYSILICON ETCH,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE POLY THICKNESS,STRIP RESIST
ns_000119,METAL ETCH,METAL ETCH DRY,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,PATTERN INSPECTION LEVEL 2
ns_000120,EXPOSE LITHO LEVEL 5,PAD WINDOW LITHO,DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW,PASSIVATION ETCH PAD OPENING
ns_000121,EPITAXIAL DEPOSITION,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION,MEASURE VIA RESISTANCE
ns_000122,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1,VIA ETCH,MEASURE OPENING CD,STRIP PHOTORESIST
ns_000123,EPITAXIAL DEPOSITION,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION,MEASURE VIA RESISTANCE
ns_000124,SOFT BAKE,POST EXPOSE BAKE,ALIGN MASK LEVEL 2,HARD BAKE,EXPOSE LITHO LEVEL 2
ns_000125,METAL ETCH,METAL ETCH DRY,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,STRIP PHOTORESIST
ns_000126,FINAL ELECTRICAL TEST PREP,YIELD ANALYSIS,FINAL LOT RELEASE,SHIP LOT,PACKAGE PREPARATION
ns_000127,EPITAXY PREP,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,EPITAXY ANNEAL
ns_000128,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,EPITAXY ANNEAL,EPITAXIAL WAFER CHECK,WAFER SURFACE CLEAN
ns_000129,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,MEASURE SPACER WIDTH,IMPLANT LDD,IMPLANT SOURCE DRAIN
ns_000130,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE SPACER WIDTH,IMPLANT LDD,IMPLANT SOURCE DRAIN
ns_000131,MEASURE WINDOW CD,MEASURE OXIDE THICKNESS,MEASURE GEOMETRY,MEASURE LINE WIDTH,MEASURE SURFACE DEFECTS
ns_000132,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,HARD BAKE,DEVELOP PHOTORESIST
ns_000133,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,BACKSIDE THINNING CHECK,MEASURE BACKSIDE ROUGHNESS,BACKSIDE CLEAN FINAL
ns_000134,VIA ETCH THROUGH DIELECTRIC,CMP VIA FILL,CLEAN AFTER VIA ETCH,MEASURE VIA CD,VIA INSPECTION
ns_000135,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1
ns_000136,DEPOSIT POLYSILICON,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,ANNEAL OXIDE,HARD BAKE
ns_000137,HF DIP,DRY WAFER,SUBSTRATE CHECK,WAFER SURFACE CLEAN,MEASURE INITIAL THICKNESS
ns_000138,ANNEAL METAL 1,ANNEAL POLYSILICON,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,IMPLANT LDD
ns_000139,POLYSILICON ETCH,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE POLY THICKNESS,MEASURE GATE CD
ns_000140,EPITAXIAL DEPOSITION,EPITAXIAL WAFER CHECK,MEASURE EPITAXY THICKNESS,EPITAXY ANNEAL,MEASURE RESISTIVITY
ns_000141,EXPOSE LITHO LEVEL 3,VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL 1
ns_000142,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,DEPOSIT PAD OXIDE
ns_000143,POLY PATTERN INSPECTION,POLYSILICON ETCH,POLYSILICON ETCH DRY,CLEAN AFTER POLY ETCH,STRIP RESIST
ns_000144,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,EPITAXY ANNEAL,WAFER SURFACE CLEAN
ns_000145,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE SPACER WIDTH,IMPLANT LDD,IMPLANT SOURCE DRAIN
ns_000146,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,CMP VIA FILL,VIA INSPECTION,MEASURE VIA RESISTANCE
ns_000147,MEASURE PAD OPENING,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL ELECTRICAL TEST PREP,FINAL GEOMETRY CHECK
ns_000148,DEPOSIT METAL 1,ALIGN MASK LEVEL 4,MEASURE METAL THICKNESS,EXPOSE LITHO LEVEL 4,SPIN COAT PHOTORESIST
ns_000149,SPIN COAT PHOTORESIST,GATE OXIDE PREP,MEASURE OXIDE QUALITY,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS
ns_000150,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL GEOMETRY CHECK,YIELD ANALYSIS
ns_000151,VIA ETCH THROUGH DIELECTRIC,CLEAN AFTER VIA ETCH,FILL VIA TUNGSTEN,CMP VIA FILL,VIA OPENING INSPECTION
ns_000152,MEASURE PAD OPENING,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,YIELD ANALYSIS
ns_000153,MEASURE OXIDE THICKNESS,GATE OXIDE PREP,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS,SPIN COAT PHOTORESIST
ns_000154,ANISOTROPIC ETCH SPACER,STRIP RESIST,CMP DIELECTRIC,MEASURE SPACER WIDTH,IMPLANT LDD
ns_000155,CLEAN PAD OPENING,MEASURE PAD OPENING,FINAL CLEAN,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000156,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL PARTICLE INSPECTION,YIELD ANALYSIS
ns_000157,DRY WAFER,SUBSTRATE CHECK,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,EPITAXY PREP
ns_000158,GATE OXIDE GROWTH,DEPOSIT POLYSILICON,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,GATE OXIDE PREP
ns_000159,CLEAN AFTER METAL ETCH,STRIP PHOTORESIST,MEASURE LINE WIDTH,DEPOSIT INTERLAYER DIELECTRIC,DENSIFY OXIDE
ns_000160,METAL ETCH,METAL ETCH DRY,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,STRIP PHOTORESIST
ns_000161,METAL ETCH,METAL ETCH DRY,CLEAN AFTER METAL ETCH,MEASURE METAL THICKNESS,PATTERN INSPECTION LEVEL 2
ns_000162,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT TUNGSTEN SEED,FILL VIA METAL
ns_000163,ANNEAL METAL,BACKSIDE CLEAN FINAL,MEASURE BACKSIDE CONTACT,DRY WAFER BACKSIDE,MEASURE BACKSIDE ROUGHNESS
ns_000164,FILL VIA TUNGSTEN,CMP VIA FILL,DEPOSIT METAL 1,MEASURE VIA RESISTANCE,STRIP PHOTORESIST
ns_000165,VIA ETCH,DIELECTRIC ETCH VIA,CLEAN AFTER VIA ETCH,VIA INSPECTION,FILL VIA TUNGSTEN
ns_000166,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,MEASURE METAL THICKNESS,PATTERN INSPECTION LEVEL 2,DEPOSIT INTERLAYER DIELECTRIC
ns_000167,BREAKDOWN VOLTAGE TEST,SWITCHING TEST,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,YIELD ANALYSIS
ns_000168,ANISOTROPIC ETCH SPACER,STRIP RESIST,MEASURE SPACER WIDTH,IMPLANT LDD,DEPOSIT INTERLAYER DIELECTRIC
ns_000169,CLEAN AFTER POLY ETCH,DEPOSIT SPACER DIELECTRIC,ANISOTROPIC ETCH SPACER,MEASURE SPACER WIDTH,IMPLANT LDD
ns_000170,DEVELOP PHOTORESIST,VIA INSPECTION,DIELECTRIC ETCH VIA,PATTERN INSPECTION LEVEL 1,MEASURE OPENING CD
ns_000171,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,EPITAXY ANNEAL,MEASURE RESISTIVITY,WAFER SURFACE CLEAN
ns_000172,MEASURE OXIDE THICKNESS,GATE OXIDE PREP,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS,DEPOSIT POLYSILICON
ns_000173,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,CLEAN AFTER VIA ETCH,MEASURE VIA CD,FILL VIA TUNGSTEN
