EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000016,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000017,MEASURE WAFER THICKNESS,MEASURE THICKNESS,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,PRE CLEAN WAFER
ns_000018,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,POLYSILICON ANNEAL,BACKSIDE METALLIZATION PREP,BACKSIDE DRY
ns_000019,FILL VIA METAL,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,POLYSILICON ANNEAL
ns_000020,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE OXIDE THICKNESS,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC
ns_000021,POLYSILICON ETCH,HARD BAKE,POLYSILICON ETCH DRY,METAL ETCH,OXIDE ETCH
ns_000022,EPITAXY ANNEAL,EPITAXY PREP,MEASURE RESISTIVITY,MEASURE EPITAXY THICKNESS,EPITAXIAL DEPOSITION
ns_000023,OXIDE ETCH,HARD BAKE,POLYSILICON ETCH,METAL ETCH DRY,METAL ETCH
ns_000024,FILL VIA METAL,DEPOSIT METAL SEED,DEPOSIT BACKSIDE METAL,FILL VIA TUNGSTEN,POLYSILICON ANNEAL
ns_000025,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,MEASURE METAL THICKNESS,MEASURE JUNCTION PROFILE,MEASURE CONTACT RESISTANCE
ns_000026,BACKSIDE ANNEAL,CURE PASSIVATION,DEPOSIT BACKSIDE METAL,BACKSIDE ETCH CLEAN,MEASURE BACKSIDE CONTACT
ns_000027,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,FILL VIA METAL,BACKSIDE METALLIZATION PREP,GRINDING WAFER BACKSIDE
ns_000028,GATE OXIDE GROWTH,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS,CLEAN AFTER POLY ETCH,ANNEAL OXIDE
ns_000029,PATTERN INSPECTION LEVEL 1,POLY PATTERN INSPECTION,PATTERN INSPECTION LEVEL 2,GRINDING WAFER BACKSIDE,INSPECT PATTERN LEVEL 1
ns_000030,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL PARTICLE INSPECTION,FINAL ELECTRICAL TEST PREP,THRESHOLD VOLTAGE TEST
ns_000031,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE SHEET RESISTANCE,DENSIFY OXIDE
ns_000032,FINAL LOT RELEASE,LOT RELEASE,PACKAGE PREPARATION,THRESHOLD VOLTAGE TEST,SHIP LOT
ns_000033,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4
ns_000034,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000035,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,BACKSIDE THINNING CHECK,WET CLEAN RCA1
ns_000036,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP PHOTORESIST,MEASURE LINE WIDTH
ns_000037,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS
ns_000039,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,DEPOSIT METAL SEED,MEASURE BACKSIDE ROUGHNESS,CLEAN AFTER VIA ETCH
ns_000040,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP PHOTORESIST,MEASURE LINE WIDTH
ns_000041,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE JUNCTION PROFILE,DEPOSIT BARRIER METAL
ns_000042,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE SHEET RESISTANCE,DENSIFY OXIDE
ns_000043,MEASURE BACKSIDE CONTACT,WAFER SORT TEST,MEASURE PAD OPENING,DRY WAFER BACKSIDE,BACKSIDE ANNEAL
ns_000044,CURE PASSIVATION,CLEAN AFTER METAL ETCH,BACKSIDE ANNEAL,OXIDE STRIP,SURFACE PREP FOR DEPOSITION
ns_000045,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4
ns_000046,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE VIA CD,PASSIVATION ETCH PAD OPENING
ns_000047,WET CLEAN RCA1,RCA CLEAN 1,FRONTSIDE CLEAN,BACKSIDE CLEAN,WET CLEAN RCA2
ns_000048,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,MEASURE OXIDE THICKNESS,EXPOSE LITHO LEVEL 1,HF DIP
ns_000049,MEASURE GATE CD,IMPLANT SOURCE DRAIN,MEASURE SPACER WIDTH,MEASURE OPENING CD,LIGHT ANNEAL
ns_000050,BACKSIDE ANNEAL,CURE PASSIVATION,DEPOSIT BACKSIDE METAL,BACKSIDE ETCH CLEAN,DEPOSIT BACKSIDE PROTECTION
ns_000051,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT SOURCE DRAIN,IMPLANT WELL
ns_000052,FILL VIA METAL,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,POLYSILICON ANNEAL,FILL VIA TUNGSTEN
ns_000053,MEASURE RESISTIVITY,EPITAXY ANNEAL,MEASURE EPITAXY THICKNESS,RCA CLEAN 2,WET CLEAN RCA2
ns_000054,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 1,METAL PATTERN INSPECTION
ns_000055,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000056,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT WELL,IMPLANT LDD,IMPLANT N-TYPE
ns_000057,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000058,GATE OXIDE GROWTH,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS,ANNEAL OXIDE,CLEAN AFTER POLY ETCH
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,STRIP PHOTORESIST
ns_000060,BACKSIDE ETCH CLEAN,ANISOTROPIC ETCH SPACER,BACKSIDE RINSE,CLEAN AFTER ETCH,BACKSIDE DRY
ns_000061,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE VIA CD,PASSIVATION ETCH PAD OPENING
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,STRIP PHOTORESIST
ns_000064,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP RESIST,SPIN COAT PHOTORESIST
ns_000065,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,OPEN BOND PAD WINDOW
ns_000066,DEPOSIT METAL SEED,POLYSILICON ANNEAL,DEPOSIT TUNGSTEN SEED,BACKSIDE METALLIZATION PREP,BACKSIDE DRY
ns_000067,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000068,THRESHOLD VOLTAGE TEST,PARAMETRIC TEST,SWITCHING TEST,LOT RELEASE,FINAL LOT RELEASE
ns_000069,MEASURE SPACER WIDTH,IMPLANT LDD,DEPOSIT SPACER DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE JUNCTION PROFILE
ns_000070,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER ETCH,BACKSIDE ANNEAL,CLEAN AFTER POLY ETCH
ns_000071,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,DEPOSIT TOP METAL,DEPOSIT METAL 1,CMP VIA FILL
ns_000072,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,BACKSIDE THINNING CHECK,WET CLEAN RCA1
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE OXIDE THICKNESS,MEASURE SURFACE PLANARITY
ns_000074,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,CLEAN AFTER VIA ETCH,EXPOSE LITHO LEVEL 3
ns_000075,SOFT BAKE,ALIGN MASK LEVEL 1,THERMAL OXIDATION,EXPOSE LITHO LEVEL 2,HARD BAKE
ns_000076,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,CLEAN AFTER VIA ETCH,EXPOSE LITHO LEVEL 3
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE VIA CD,MEASURE PASSIVATION QUALITY
ns_000078,MEASURE SPACER WIDTH,IMPLANT LDD,DEPOSIT SPACER DIELECTRIC,MEASURE SHEET RESISTANCE,MEASURE JUNCTION PROFILE
ns_000079,FINAL LOT RELEASE,LOT RELEASE,PACKAGE PREPARATION,THRESHOLD VOLTAGE TEST,SHIP LOT
ns_000080,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER ETCH,BACKSIDE ANNEAL,CURE PASSIVATION
ns_000081,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 3
ns_000082,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000083,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,PRE ANNEAL CHECK
ns_000084,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,DEPOSIT METAL SEED,MEASURE BACKSIDE ROUGHNESS,CLEAN AFTER VIA ETCH
ns_000085,FINAL LOT RELEASE,LOT RELEASE,PACKAGE PREPARATION,THRESHOLD VOLTAGE TEST,SHIP LOT
ns_000086,VIA INSPECTION,VIA OPENING INSPECTION,PRE CLEAN INSPECTION,INITIAL WAFER INSPECTION,VIA ETCH
ns_000087,EXPOSE LITHO LEVEL 2,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,PATTERN INSPECTION LEVEL 2
ns_000088,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,RAPID THERMAL ANNEAL,LIGHT ANNEAL,STRIP PHOTORESIST
ns_000089,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT SOURCE DRAIN,IMPLANT WELL
ns_000090,YIELD ANALYSIS,WAFER SORT TEST,EXPOSE LITHO LEVEL 4,INSPECT PATTERN LEVEL 1,DEPOSIT BACKSIDE METAL
ns_000091,SOFT BAKE,ALIGN MASK LEVEL 1,HARD BAKE,FINAL THICKNESS MEASURE,SHIP LOT
ns_000092,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,MEASURE OXIDE THICKNESS,EXPOSE LITHO LEVEL 1,HF DIP
ns_000093,MEASURE OPENING CD,IMPLANT WELL,OXIDE ETCH,DRIVE IN DIFFUSION,MEASURE GATE CD
ns_000094,EXPOSE LITHO LEVEL 3,CLEAN AFTER VIA ETCH,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3
ns_000095,DEPOSIT TOP METAL,DEPOSIT METAL 1,POST EXPOSE BAKE,SPIN COAT PHOTORESIST,MEASURE VIA RESISTANCE
ns_000096,ANNEAL METAL,ANNEAL METAL 1,LIGHT ANNEAL,RAPID THERMAL ANNEAL,METAL ETCH
ns_000097,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,CLEAN AFTER ETCH
ns_000098,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000099,POLYSILICON ETCH,HARD BAKE,METAL ETCH,POLYSILICON ETCH DRY,OXIDE ETCH
ns_000100,DEPOSIT BACKSIDE METAL,FILL VIA METAL,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,BACKSIDE METALLIZATION PREP
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE JUNCTION PROFILE
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,RAPID THERMAL ANNEAL,PRE ANNEAL CHECK
ns_000103,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 4
ns_000104,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE SHEET RESISTANCE,DENSIFY OXIDE
ns_000105,SOFT BAKE,ALIGN MASK LEVEL 1,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,HARD BAKE
ns_000106,DEPOSIT TOP METAL,DEPOSIT METAL 1,POST EXPOSE BAKE,SPIN COAT PHOTORESIST,MEASURE VIA RESISTANCE
ns_000107,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
ns_000108,BACKSIDE RINSE,BACKSIDE ETCH CLEAN,RINSE WET WAFER_EDGE,DEPOSIT BACKSIDE METAL,BACKSIDE DRY
ns_000109,DEPOSIT BACKSIDE METAL,FILL VIA METAL,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,BACKSIDE METALLIZATION PREP
ns_000110,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,METAL PATTERN INSPECTION,CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH
ns_000111,METAL ETCH,HARD BAKE,POLYSILICON ETCH,METAL ETCH DRY,OXIDE ETCH
ns_000112,CLEAN AFTER POLY ETCH,POLY PATTERN INSPECTION,CLEAN AFTER ETCH,CLEAN AFTER VIA ETCH,ANISOTROPIC ETCH SPACER
ns_000113,BACKSIDE DRY,ETCH WET BACKSIDE,BACKSIDE RINSE,DEPOSIT METAL SEED,BACKSIDE ETCH CLEAN
ns_000114,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,GATE OXIDE PREP
ns_000115,MEASURE GATE OXIDE THICKNESS,GATE OXIDE GROWTH,POLYSILICON ANNEAL,OXIDE ETCH DRY,INSPECT PATTERN LEVEL 1
ns_000116,DRY WAFER,SUBSTRATE CHECK,WAFER CLEAN PRE-GRIND,PRE CLEAN WAFER,RCA CLEAN 2
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,RINSE WET WAFER_EDGE,MEASURE BACKSIDE CONTACT,MEASURE PAD OPENING
ns_000118,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,RAPID THERMAL ANNEAL,HARD BAKE
ns_000119,METAL ETCH,HARD BAKE,POLYSILICON ETCH,METAL ETCH DRY,OXIDE ETCH
ns_000120,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP RESIST,STRIP PHOTORESIST
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,IMPLANT N-TYPE,DEPOSIT METAL 1,DEPOSIT TOP METAL
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,STRIP PHOTORESIST
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP PHOTORESIST,MEASURE LINE WIDTH
ns_000124,SOFT BAKE,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 2,THERMAL OXIDATION,HARD BAKE
ns_000125,METAL ETCH,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH,OXIDE ETCH
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,INSPECT PATTERN LEVEL 1,EXPOSE LITHO LEVEL 4,DEPOSIT BACKSIDE METAL
ns_000127,EPITAXY PREP,EPITAXY ANNEAL,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,SUBSTRATE CHECK
ns_000128,MEASURE EPITAXY THICKNESS,EPITAXIAL DEPOSITION,EPITAXY PREP,EPITAXY ANNEAL,MEASURE RESISTIVITY
ns_000129,MEASURE GATE CD,IMPLANT SOURCE DRAIN,MEASURE SPACER WIDTH,MEASURE OPENING CD,LIGHT ANNEAL
ns_000130,MEASURE GATE CD,IMPLANT SOURCE DRAIN,MEASURE SPACER WIDTH,MEASURE OPENING CD,LIGHT ANNEAL
ns_000131,MEASURE OPENING CD,IMPLANT WELL,OXIDE ETCH,DRIVE IN DIFFUSION,MEASURE CD LEVEL 1
ns_000132,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 3,WAFER SURFACE CLEAN
ns_000133,BACKSIDE DRY,ETCH WET BACKSIDE,BACKSIDE RINSE,DEPOSIT METAL SEED,BACKSIDE ETCH CLEAN
ns_000134,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE OXIDE THICKNESS,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC
ns_000135,SOFT BAKE,ALIGN MASK LEVEL 1,SHIP LOT,HARD BAKE,FINAL THICKNESS MEASURE
ns_000136,DEPOSIT POLYSILICON,MEASURE CD LEVEL 1,IMPLANT WELL,IMPLANT N-TYPE,RAPID THERMAL ANNEAL
ns_000137,HF DIP,EXPOSE LITHO LEVEL 1,SUBSTRATE CHECK,LOT IDENTIFICATION,OXIDE STRIP
ns_000138,PRE ANNEAL CHECK,LIGHT ANNEAL,DRIVE IN DIFFUSION,RAPID THERMAL ANNEAL,IMPLANT SOURCE DRAIN
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS
ns_000140,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,EPITAXY PREP,EPITAXY ANNEAL,GATE OXIDE GROWTH
ns_000141,EXPOSE LITHO LEVEL 3,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1
ns_000142,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT N-TYPE,IMPLANT SOURCE DRAIN,IMPLANT WELL
ns_000143,POLY PATTERN INSPECTION,PATTERN INSPECTION LEVEL 1,CLEAN AFTER POLY ETCH,METAL PATTERN INSPECTION,POLYSILICON ANNEAL
ns_000144,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,EPITAXY ANNEAL,GATE OXIDE GROWTH,EPITAXY PREP
ns_000145,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT WELL,IMPLANT LDD,IMPLANT N-TYPE
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,IMPLANT N-TYPE,DEPOSIT SPACER DIELECTRIC,DEPOSIT METAL 1
ns_000147,MEASURE PAD OPENING,DEPOSIT PAD OXIDE,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,CLEAN PAD OPENING
ns_000148,ANNEAL METAL,ANNEAL METAL 1,LIGHT ANNEAL,METAL ETCH,RAPID THERMAL ANNEAL
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,RAPID THERMAL ANNEAL,HARD BAKE
ns_000150,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,WET CLEAN RCA1,RCA CLEAN 1
ns_000151,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000152,MEASURE PAD OPENING,DEPOSIT PAD OXIDE,CLEAN PAD OPENING,MEASURE BACKSIDE CONTACT,BACKSIDE ANNEAL
ns_000153,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,GATE OXIDE PREP
ns_000154,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,MEASURE BACKSIDE ROUGHNESS,DEPOSIT METAL SEED,CLEAN AFTER VIA ETCH
ns_000155,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP
ns_000157,DRY WAFER,SUBSTRATE CHECK,WAFER CLEAN PRE-GRIND,PRE CLEAN WAFER,RCA CLEAN 2
ns_000158,MEASURE OPENING CD,IMPLANT WELL,OXIDE ETCH,DRIVE IN DIFFUSION,MEASURE CD LEVEL 1
ns_000159,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000160,METAL ETCH,METAL ETCH DRY,HARD BAKE,POLYSILICON ETCH,OXIDE ETCH
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE OXIDE THICKNESS,MEASURE SURFACE PLANARITY
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP PHOTORESIST,MEASURE LINE WIDTH
ns_000163,BACKSIDE ANNEAL,CURE PASSIVATION,BACKSIDE ETCH CLEAN,DEPOSIT BACKSIDE METAL,MEASURE BACKSIDE CONTACT
ns_000164,FILL VIA METAL,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,POLYSILICON ANNEAL
ns_000165,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,MEASURE METAL THICKNESS,MEASURE JUNCTION PROFILE,CMP INTERLAYER DIELECTRIC
ns_000166,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER ETCH,BACKSIDE ANNEAL,CLEAN AFTER POLY ETCH
ns_000167,SWITCHING TEST,THRESHOLD VOLTAGE TEST,SHIP LOT,PARAMETRIC TEST,FINAL CLEAN
ns_000168,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,DEPOSIT METAL SEED,MEASURE BACKSIDE ROUGHNESS,CLEAN AFTER VIA ETCH
ns_000169,CLEAN AFTER POLY ETCH,POLY PATTERN INSPECTION,CLEAN AFTER ETCH,CLEAN AFTER VIA ETCH,ANISOTROPIC ETCH SPACER
ns_000170,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST,STRIP PHOTORESIST
ns_000171,EPITAXIAL DEPOSITION,EPITAXY PREP,MEASURE EPITAXY THICKNESS,EPITAXY ANNEAL,GRINDING WAFER BACKSIDE
ns_000172,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS,GATE OXIDE GROWTH,DEPOSIT PAD OXIDE,MEASURE OXIDE THICKNESS
ns_000173,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000174,ANNEAL METAL,ANNEAL METAL 1,LIGHT ANNEAL,METAL ETCH,RAPID THERMAL ANNEAL
ns_000175,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,ANISOTROPIC ETCH SPACER,BACKSIDE DRY,CLEAN AFTER ETCH
ns_000176,PATTERN INSPECTION LEVEL 1,POLY PATTERN INSPECTION,PATTERN INSPECTION LEVEL 2,INSPECT PATTERN LEVEL 1,METAL PATTERN INSPECTION
