EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000013,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,STRIP PHOTORESIST
ns_000014,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP PHOTORESIST,STRIP RESIST
ns_000015,FINAL CLEAN,CLEAN AFTER ETCH,CLEAN AFTER OXIDE ETCH,CLEAN PAD OPENING,CLEAN AFTER FIELD ETCH
ns_000016,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000017,MEASURE WAFER THICKNESS,MEASURE THICKNESS,MEASURE INITIAL THICKNESS,MEASURE SURFACE PARTICLES,PRE CLEAN WAFER
ns_000018,DEPOSIT METAL SEED,FILL VIA METAL,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH
ns_000019,FILL VIA METAL,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,BACKSIDE RINSE
ns_000020,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS
ns_000021,POLYSILICON ETCH,HARD BAKE,METAL ETCH,POLYSILICON ETCH DRY,OXIDE ETCH
ns_000022,EPITAXY ANNEAL,WAFER SURFACE CLEAN,CLEAN AFTER ETCH,EPITAXY PREP,BACKSIDE ANNEAL
ns_000023,OXIDE ETCH,HARD BAKE,OXIDE ETCH DRY,POLYSILICON ETCH,FIELD OXIDE ETCH
ns_000024,FILL VIA METAL,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,BACKSIDE RINSE
ns_000025,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,MEASURE DIELECTRIC THICKNESS
ns_000026,BACKSIDE ANNEAL,DEPOSIT BACKSIDE METAL,FINAL CLEAN,BACKSIDE DRY,MEASURE PAD OPENING
ns_000027,BACKSIDE GRIND,BACKSIDE ETCH CLEAN,MEASURE PAD OPENING,CURE PASSIVATION,EXPOSE LITHO LEVEL 6
ns_000028,GATE OXIDE GROWTH,EPITAXIAL DEPOSITION,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS,WAFER SURFACE CLEAN
ns_000029,PATTERN INSPECTION LEVEL 1,CLEAN AFTER ETCH,P BODY WINDOW INSPECTION,INSPECT PATTERN LEVEL 1,EPITAXY ANNEAL
ns_000030,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL PARTICLE INSPECTION,FINAL CD INSPECTION,FINAL GEOMETRY CHECK
ns_000031,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE DEVICE PARAMETER,MEASURE JUNCTION DEPTH
ns_000032,FINAL LOT RELEASE,LOT RELEASE,YIELD ANALYSIS,WAFER SORT TEST,LOT IDENTIFICATION
ns_000033,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,ALIGN MASK LEVEL 1,PATTERN INSPECTION LEVEL 1
ns_000034,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000035,BACKSIDE CLEAN,FRONTSIDE CLEAN,RCA CLEAN 1,WET CLEAN RCA1,PRE CLEAN WAFER
ns_000036,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE GATE CD,HARD BAKE,MEASURE VIA RESISTANCE
ns_000037,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,PASSIVATION ETCH
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000039,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,BACKSIDE ETCH CLEAN,EPITAXIAL DEPOSITION,CLEAN AFTER OXIDE ETCH
ns_000040,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE GATE CD,HARD BAKE,MEASURE VIA RESISTANCE
ns_000041,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE JUNCTION PROFILE,MEASURE DEVICE PARAMETER,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000042,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE DEVICE PARAMETER,CMP INTERLAYER DIELECTRIC
ns_000043,MEASURE BACKSIDE CONTACT,BACKSIDE ANNEAL,BACKSIDE METALLIZATION PREP,MEASURE PAD OPENING,BACKSIDE DRY
ns_000044,CURE PASSIVATION,DENSIFY OXIDE,BACKSIDE DRY,BACKSIDE ANNEAL,DENSIFY DIELECTRIC
ns_000045,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,ALIGN MASK LEVEL 1,PATTERN INSPECTION LEVEL 1
ns_000046,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
ns_000047,WET CLEAN RCA1,RCA CLEAN 1,FRONTSIDE CLEAN,BACKSIDE CLEAN,RCA CLEAN 2
ns_000048,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,EPITAXIAL REWORK CHECK,DENSIFY OXIDE,DENSIFY DIELECTRIC
ns_000049,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,MEASURE OPENING CD,POLYSILICON ETCH
ns_000050,BACKSIDE ANNEAL,DEPOSIT BACKSIDE METAL,BACKSIDE DRY,BACKSIDE RINSE,FINAL CLEAN
ns_000051,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT CHANNEL STOP,IMPLANT N BUFFER,IMPLANT WELL
ns_000052,FILL VIA METAL,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,BACKSIDE RINSE
ns_000053,MEASURE RESISTIVITY,MEASURE EPITAXY THICKNESS,EXPOSE LITHO LEVEL 1,SUBSTRATE CHECK,CLEAN AFTER OXIDE ETCH
ns_000054,EXPOSE LITHO LEVEL 4,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,FINAL CLEAN
ns_000055,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST
ns_000056,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT WELL,IMPLANT N BUFFER,IMPLANT SOURCE REGION
ns_000057,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,DEVELOP PAD WINDOW
ns_000058,GATE OXIDE GROWTH,GATE OXIDE PREP,EPITAXIAL DEPOSITION,MEASURE GATE OXIDE THICKNESS,WAFER SURFACE CLEAN
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,STRIP PHOTORESIST
ns_000060,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,DEPOSIT BACKSIDE METAL,MEASURE PAD OPENING,CLEAN PAD OPENING
ns_000061,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,STRIP PHOTORESIST
ns_000064,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,STRIP PHOTORESIST,STRIP RESIST
ns_000065,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,OPEN BOND PAD WINDOW
ns_000066,DEPOSIT METAL SEED,FILL VIA METAL,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH
ns_000067,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,DEVELOP PAD WINDOW
ns_000068,THRESHOLD VOLTAGE TEST,SHIP LOT,EPITAXY ANNEAL,BREAKDOWN VOLTAGE TEST,PATTERN INSPECTION LEVEL 1
ns_000069,MEASURE SPACER WIDTH,IMPLANT LDD,MEASURE GATE CD,DEPOSIT SPACER DIELECTRIC,MEASURE SHEET RESISTANCE
ns_000070,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,CLEAN AFTER OXIDE ETCH,METAL PATTERN INSPECTION
ns_000071,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT METAL 1,DEPOSIT TOP METAL,CMP METAL
ns_000072,BACKSIDE CLEAN,FRONTSIDE CLEAN,RCA CLEAN 1,WET CLEAN RCA1,PRE CLEAN WAFER
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000074,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 3,ALIGN MASK LEVEL 2
ns_000075,SOFT BAKE,RAPID THERMAL ANNEAL,POLYSILICON ANNEAL,HARD BAKE,YIELD ANALYSIS
ns_000076,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 3
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
ns_000078,MEASURE SPACER WIDTH,IMPLANT LDD,MEASURE GATE CD,DEPOSIT SPACER DIELECTRIC,MEASURE SHEET RESISTANCE
ns_000079,FINAL LOT RELEASE,LOT RELEASE,YIELD ANALYSIS,WAFER SORT TEST,LOT IDENTIFICATION
ns_000080,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER OXIDE ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
ns_000081,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 4
ns_000082,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,MEASURE GATE CD
ns_000083,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,MEASURE GATE CD
ns_000084,ANISOTROPIC ETCH SPACER,DEPOSIT SPACER DIELECTRIC,BACKSIDE ETCH CLEAN,EPITAXIAL DEPOSITION,CLEAN AFTER WINDOW ETCH
ns_000085,FINAL LOT RELEASE,LOT RELEASE,YIELD ANALYSIS,WAFER SORT TEST,LOT IDENTIFICATION
ns_000086,VIA OPENING INSPECTION,VIA INSPECTION,POLY PATTERN INSPECTION,PRE CLEAN INSPECTION,INITIAL WAFER INSPECTION
ns_000087,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 6,EXPOSE LITHO LEVEL 4
ns_000088,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,RAPID THERMAL ANNEAL,LIGHT ANNEAL,MEASURE OPENING CD
ns_000089,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT CHANNEL STOP,IMPLANT N BUFFER,DEPOSIT INTERLAYER DIELECTRIC
ns_000090,YIELD ANALYSIS,WAFER SORT TEST,LOT RELEASE,FINAL LOT RELEASE,SUBSTRATE CHECK
ns_000091,SOFT BAKE,RAPID THERMAL ANNEAL,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 1,POLYSILICON ANNEAL
ns_000092,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,EPITAXIAL REWORK CHECK,DENSIFY OXIDE,DENSIFY DIELECTRIC
ns_000093,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE GATE CD,MEASURE WINDOW CD
ns_000094,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 4
ns_000095,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT BARRIER METAL
ns_000096,ANNEAL METAL,ANNEAL METAL 1,DEPOSIT METAL 1,DEPOSIT TOP METAL,LIGHT ANNEAL
ns_000097,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,FILL VIA METAL
ns_000098,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000099,POLYSILICON ETCH,HARD BAKE,METAL ETCH,OXIDE ETCH,POLYSILICON ETCH DRY
ns_000100,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,BACKSIDE ETCH CLEAN,BACKSIDE METALLIZATION PREP,BACKSIDE RINSE
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,DEPOSIT INTERLEVEL DIELECTRIC
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000103,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 2,FINAL CLEAN
ns_000104,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE DEVICE PARAMETER,MEASURE JUNCTION DEPTH
ns_000105,SOFT BAKE,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 3,POLYSILICON ANNEAL,RAPID THERMAL ANNEAL
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,ANNEAL METAL
ns_000107,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO
ns_000108,BACKSIDE RINSE,CLEAN PAD OPENING,BACKSIDE ETCH CLEAN,BACKSIDE DRY,CLEAN AFTER WINDOW ETCH
ns_000109,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,BACKSIDE ETCH CLEAN,BACKSIDE METALLIZATION PREP,BACKSIDE RINSE
ns_000110,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,METAL PATTERN INSPECTION,CLEAN PAD OPENING
ns_000111,METAL ETCH,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH,OXIDE ETCH
ns_000112,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,POLY PATTERN INSPECTION,CLEAN AFTER FIELD ETCH,FILL VIA METAL
ns_000113,BACKSIDE DRY,BACKSIDE RINSE,BACKSIDE METALLIZATION PREP,BACKSIDE ANNEAL,FILL VIA METAL
ns_000114,MEASURE OXIDE THICKNESS,THERMAL OXIDATION,WAFER SURFACE CLEAN,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS
ns_000115,MEASURE GATE OXIDE THICKNESS,MEASURE EPITAXY THICKNESS,GATE OXIDE GROWTH,EXPOSE LITHO LEVEL 2,MEASURE OXIDE THICKNESS
ns_000116,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WET CLEAN RCA2,RCA CLEAN 2
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,FINAL LOT RELEASE,LOT RELEASE,RECEIVE WAFER LOT
ns_000118,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000119,METAL ETCH,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH,FIELD OXIDE ETCH
ns_000120,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,STRIP PHOTORESIST,OPEN PAD WINDOW LITHO
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT METAL 1,DEPOSIT TOP METAL,DEPOSIT PASSIVATION
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,STRIP PHOTORESIST
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE GATE CD,MEASURE VIA RESISTANCE,HARD BAKE
ns_000124,SOFT BAKE,RAPID THERMAL ANNEAL,POLYSILICON ANNEAL,ALIGN MASK LEVEL 3,HARD BAKE
ns_000125,METAL ETCH,METAL ETCH DRY,OXIDE ETCH,POLYSILICON ETCH,HARD BAKE
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,SUBSTRATE CHECK,LOT RELEASE,FINAL LOT RELEASE
ns_000127,EPITAXY PREP,EPITAXY ANNEAL,GATE OXIDE PREP,SUBSTRATE CHECK,MEASURE EPITAXY THICKNESS
ns_000128,MEASURE EPITAXY THICKNESS,EPITAXIAL DEPOSITION,MEASURE GATE OXIDE THICKNESS,MEASURE RESISTIVITY,EXPOSE LITHO LEVEL 1
ns_000129,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,MEASURE OPENING CD,POLYSILICON ETCH
ns_000130,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,MEASURE OPENING CD,POLYSILICON ETCH
ns_000131,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE GATE CD,MEASURE WINDOW CD
ns_000132,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 6
ns_000133,BACKSIDE DRY,BACKSIDE RINSE,BACKSIDE METALLIZATION PREP,BACKSIDE ANNEAL,BACKSIDE CLEAN
ns_000134,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS
ns_000135,SOFT BAKE,RAPID THERMAL ANNEAL,POLYSILICON ANNEAL,YIELD ANALYSIS,ALIGN MASK LEVEL 1
ns_000136,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT SPACER DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000137,HF DIP,WET CLEAN RCA2,RCA CLEAN 2,FRONTSIDE CLEAN,SUBSTRATE CHECK
ns_000138,PRE ANNEAL CHECK,LIGHT ANNEAL,RAPID THERMAL ANNEAL,DRIVE IN DIFFUSION,ANNEAL METAL
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000140,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,EPITAXY PREP,GATE OXIDE GROWTH,ANISOTROPIC ETCH SPACER
ns_000141,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 2,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 4
ns_000142,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT CHANNEL STOP,IMPLANT N BUFFER,IMPLANT WELL
ns_000143,POLY PATTERN INSPECTION,P BODY WINDOW INSPECTION,PATTERN INSPECTION LEVEL 1,CLEAN AFTER POLY ETCH,INSPECT PATTERN LEVEL 1
ns_000144,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,WAFER SURFACE CLEAN,GATE OXIDE GROWTH,EPITAXIAL WAFER CHECK
ns_000145,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT WELL,IMPLANT SOURCE REGION,IMPLANT CHANNEL STOP
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT METAL 1,DEPOSIT TOP METAL,DEPOSIT PASSIVATION
ns_000147,MEASURE PAD OPENING,CLEAN PAD OPENING,SHIP LOT,MEASURE BACKSIDE CONTACT,BACKSIDE ETCH CLEAN
ns_000148,ANNEAL METAL,ANNEAL METAL 1,DEPOSIT METAL 1,DEPOSIT TOP METAL,LIGHT ANNEAL
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000150,BACKSIDE CLEAN,FRONTSIDE CLEAN,RCA CLEAN 1,WET CLEAN RCA1,PRE CLEAN WAFER
ns_000151,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000152,MEASURE PAD OPENING,CLEAN PAD OPENING,SHIP LOT,BACKSIDE ETCH CLEAN,MEASURE BACKSIDE CONTACT
ns_000153,MEASURE OXIDE THICKNESS,THERMAL OXIDATION,WAFER SURFACE CLEAN,GATE OXIDE PREP,MEASURE GATE OXIDE THICKNESS
ns_000154,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,EPITAXIAL DEPOSITION,BACKSIDE RINSE,CLEAN AFTER WINDOW ETCH
ns_000155,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,PASSIVATION ETCH
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL GEOMETRY CHECK
ns_000157,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WET CLEAN RCA2,RCA CLEAN 2
ns_000158,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE GATE CD,MEASURE WINDOW CD
ns_000159,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,MEASURE GATE CD
ns_000160,METAL ETCH,METAL ETCH DRY,OXIDE ETCH,POLYSILICON ETCH,ETCH SILICON OR OXIDE WINDOW
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE GATE CD,MEASURE VIA RESISTANCE,HARD BAKE
ns_000163,BACKSIDE ANNEAL,DEPOSIT BACKSIDE METAL,BACKSIDE DRY,BACKSIDE RINSE,BACKSIDE ETCH CLEAN
ns_000164,FILL VIA METAL,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,DEPOSIT METAL SEED,BACKSIDE RINSE
ns_000165,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,MEASURE DIELECTRIC THICKNESS
ns_000166,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER OXIDE ETCH
ns_000167,SWITCHING TEST,BREAKDOWN VOLTAGE TEST,LEAKAGE TEST,WAFER SORT TEST,MEASURE BACKSIDE CONTACT
ns_000168,ANISOTROPIC ETCH SPACER,BACKSIDE ETCH CLEAN,DEPOSIT SPACER DIELECTRIC,EPITAXIAL DEPOSITION,CLEAN AFTER WINDOW ETCH
ns_000169,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,POLY PATTERN INSPECTION,CLEAN AFTER FIELD ETCH,FILL VIA METAL
ns_000170,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP PHOTORESIST,STRIP RESIST
ns_000171,EPITAXIAL DEPOSITION,MEASURE EPITAXY THICKNESS,EPITAXY PREP,GATE OXIDE GROWTH,ANISOTROPIC ETCH SPACER
ns_000172,GATE OXIDE PREP,GATE OXIDE GROWTH,EPITAXY PREP,MEASURE GATE OXIDE THICKNESS,PATTERN INSPECTION LEVEL 1
ns_000173,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000174,ANNEAL METAL,ANNEAL METAL 1,DEPOSIT METAL 1,DEPOSIT TOP METAL,LIGHT ANNEAL
ns_000175,BACKSIDE ETCH CLEAN,BACKSIDE RINSE,DEPOSIT BACKSIDE METAL,MEASURE PAD OPENING,CLEAN AFTER METAL ETCH
ns_000176,PATTERN INSPECTION LEVEL 1,CLEAN AFTER ETCH,P BODY WINDOW INSPECTION,INSPECT PATTERN LEVEL 1,EPITAXY ANNEAL
ns_000177,BACKSIDE CLEAN,FRONTSIDE CLEAN,RCA CLEAN 1,WET CLEAN RCA1,PRE CLEAN WAFER
