EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000023,OXIDE ETCH,HARD BAKE,MEASURE CD LEVEL 1,MEASURE WINDOW CD,ETCH SILICON OR OXIDE WINDOW
ns_000024,FILL VIA METAL,FILL VIA TUNGSTEN,SURFACE PREP FOR DEPOSITION,MEASURE METAL THICKNESS,VIA INSPECTION
ns_000025,WAFER SURFACE CLEAN,FRONTSIDE CLEAN,SPIN COAT PHOTORESIST,MEASURE PLANARITY,MEASURE DIELECTRIC THICKNESS
ns_000026,BACKSIDE ANNEAL,MEASURE METAL THICKNESS,MEASURE BACKSIDE CONTACT,BACKSIDE CLEAN FINAL,ELECTRICAL PARAMETRIC TEST
ns_000027,BACKSIDE RINSE,DRY WAFER BACKSIDE,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL
ns_000028,GATE OXIDE GROWTH,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS,MEASURE OXIDE QUALITY,DEPOSIT POLYSILICON
ns_000029,PATTERN INSPECTION LEVEL 1,MEASURE CD LEVEL 1,HARD BAKE,OXIDE ETCH,ETCH SILICON OR OXIDE WINDOW
ns_000030,FINAL ELECTRICAL TEST PREP,WAFER SORT TEST,ELECTRICAL PARAMETRIC TEST,THRESHOLD VOLTAGE TEST,LEAKAGE TEST
ns_000031,FRONTSIDE CLEAN,SURFACE PREP FOR DEPOSITION,DEPOSIT INTERLAYER DIELECTRIC,MEASURE SHEET RESISTANCE,WAFER SURFACE CLEAN
ns_000032,FINAL LOT RELEASE,SHIP LOT,PACKAGE PREPARATION,FINAL PARTICLE INSPECTION,FINAL GEOMETRY CHECK
ns_000033,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1,HARD BAKE
ns_000034,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,CLEAN AFTER VIA ETCH,STRIP RESIST
ns_000035,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL PARTICLE INSPECTION,FINAL CLEAN,THRESHOLD VOLTAGE TEST
ns_000036,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL 1
ns_000037,CLEAN AFTER WINDOW ETCH,CLEAN PAD OPENING,MEASURE PAD OPENING,FINAL CLEAN,ELECTRICAL PARAMETRIC TEST
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 2
ns_000039,ANISOTROPIC ETCH SPACER,DENSIFY DIELECTRIC,MEASURE DIELECTRIC THICKNESS,ANNEAL DIELECTRIC,MEASURE FILM THICKNESS
ns_000040,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA OPENING INSPECTION,SURFACE PREP FOR DEPOSITION,DEPOSIT TUNGSTEN SEED
ns_000041,WAFER SURFACE CLEAN,SURFACE PREP FOR DEPOSITION,DEPOSIT INTERLAYER DIELECTRIC,FRONTSIDE CLEAN,DEPOSIT INTERLEVEL DIELECTRIC
ns_000042,WAFER SURFACE CLEAN,SURFACE PREP FOR DEPOSITION,FRONTSIDE CLEAN,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC
ns_000043,MEASURE BACKSIDE CONTACT,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN FINAL,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000044,CURE PASSIVATION,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,SPIN COAT PHOTORESIST,SOFT BAKE
ns_000045,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST,MEASURE CD LEVEL 1,PATTERN INSPECTION LEVEL 1
ns_000046,DEPOSIT PASSIVATION,METAL PATTERN INSPECTION,MEASURE LINE WIDTH,MEASURE METAL THICKNESS,MEASURE CONTACT RESISTANCE
ns_000047,RCA CLEAN 1,RCA CLEAN 2,HF DIP,DRY WAFER,THERMAL OXIDATION
ns_000048,THERMAL OXIDATION,DEPOSIT PAD OXIDE,SPIN COAT PHOTORESIST,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE SURFACE DEFECTS
ns_000049,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEPOSIT SPACER DIELECTRIC
ns_000050,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,MEASURE METAL THICKNESS,MEASURE SHEET RESISTANCE,FINAL ELECTRICAL TEST PREP
ns_000051,IMPLANT SOURCE DRAIN,CLEAN AFTER ETCH,WAFER SURFACE CLEAN,DENSIFY DIELECTRIC,ANNEAL DIELECTRIC
ns_000052,FILL VIA METAL,FILL VIA TUNGSTEN,CMP VIA FILL,MEASURE METAL THICKNESS,ANNEAL METAL
ns_000053,MEASURE RESISTIVITY,EPITAXY ANNEAL,EPITAXIAL WAFER CHECK,WAFER SURFACE CLEAN,THERMAL OXIDATION
ns_000054,EXPOSE LITHO LEVEL 4,POST EXPOSE BAKE,DEVELOP PHOTORESIST,METAL ETCH,METAL PATTERN INSPECTION
ns_000055,STRIP PHOTORESIST,CLEAN PAD OPENING,MEASURE PAD OPENING,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000056,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST
ns_000057,CLEAN AFTER OXIDE ETCH,STRIP PHOTORESIST,MEASURE WINDOW CD,FRONTSIDE CLEAN,IMPLANT WELL
ns_000058,GATE OXIDE GROWTH,DEPOSIT GATE OXIDE OR DIELECTRIC,MEASURE GATE OXIDE THICKNESS,MEASURE OXIDE QUALITY,DEPOSIT POLYSILICON
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PATTERN INSPECTION LEVEL 2,HARD BAKE,POLYSILICON ETCH
ns_000060,ETCH WET BACKSIDE,BACKSIDE RINSE,DRY WAFER BACKSIDE,BACKSIDE METALLIZATION PREP,BACKSIDE ETCH CLEAN
ns_000061,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,METAL PATTERN INSPECTION,MEASURE METAL THICKNESS,FRONTSIDE CLEAN FINAL
ns_000062,FINAL ELECTRICAL TEST PREP,WAFER SORT TEST,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL PARTICLE INSPECTION
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,METAL PATTERN INSPECTION,HARD BAKE,METAL ETCH
ns_000064,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,STRIP RESIST,CLEAN PAD OPENING,MEASURE PAD OPENING
ns_000065,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 5,EXPOSE LITHO LEVEL 5,DEVELOP PHOTORESIST
ns_000066,FILL VIA TUNGSTEN,FILL VIA METAL,CMP VIA FILL,VIA INSPECTION,DEPOSIT METAL 1
ns_000067,STRIP PHOTORESIST,CLEAN AFTER OXIDE ETCH,IMPLANT WELL,MEASURE WINDOW CD,MEASURE OPENING CD
ns_000068,WAFER SORT TEST,BREAKDOWN VOLTAGE TEST,THRESHOLD VOLTAGE TEST,SWITCHING TEST,MEASURE DEVICE PARAMETER
ns_000069,CLEAN AFTER ETCH,MEASURE SPACER WIDTH,IMPLANT SOURCE DRAIN,RAPID THERMAL ANNEAL,DEPOSIT INTERLAYER DIELECTRIC
ns_000070,CLEAN AFTER METAL ETCH,MEASURE LINE WIDTH,FINAL CD INSPECTION,METAL PATTERN INSPECTION,MEASURE METAL THICKNESS
ns_000071,FRONTSIDE CLEAN,SURFACE PREP FOR DEPOSITION,MEASURE VIA RESISTANCE,DEPOSIT METAL 1,MEASURE PLANARITY
ns_000072,FRONTSIDE CLEAN FINAL,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL CLEAN
ns_000073,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,DEVELOP PHOTORESIST
ns_000074,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,VIA ETCH THROUGH DIELECTRIC
ns_000075,SOFT BAKE,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 2,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 2
ns_000076,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,MEASURE VIA CD
ns_000077,DEPOSIT INTERLAYER DIELECTRIC,METAL PATTERN INSPECTION,WAFER SURFACE CLEAN,MEASURE LINE WIDTH,DEPOSIT INTERLEVEL DIELECTRIC
ns_000078,CLEAN AFTER ETCH,MEASURE SPACER WIDTH,FRONTSIDE CLEAN,SURFACE PREP FOR DEPOSITION,WAFER SURFACE CLEAN
ns_000079,FINAL LOT RELEASE,SHIP LOT,PACKAGE PREPARATION,FINAL ELECTRICAL TEST PREP,LOT RELEASE
ns_000080,CLEAN AFTER METAL ETCH,FRONTSIDE CLEAN,MEASURE METAL THICKNESS,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER
ns_000081,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,MEASURE VIA CD,DIELECTRIC ETCH VIA
ns_000082,STRIP RESIST,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,MEASURE LINE WIDTH,MEASURE METAL THICKNESS
ns_000083,STRIP PHOTORESIST,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,CMP VIA FILL
ns_000084,ANISOTROPIC ETCH SPACER,MEASURE DIELECTRIC THICKNESS,DENSIFY DIELECTRIC,ANNEAL DIELECTRIC,MEASURE FILM THICKNESS
ns_000085,FINAL LOT RELEASE,SHIP LOT,PACKAGE PREPARATION,FINAL ELECTRICAL TEST PREP,FINAL CD INSPECTION
ns_000086,VIA OPENING INSPECTION,HARD BAKE,MEASURE VIA CD,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA
ns_000087,EXPOSE LITHO LEVEL 2,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 2,POLYSILICON ETCH DRY
ns_000088,DRIVE IN DIFFUSION,RAPID THERMAL ANNEAL,PRE ANNEAL CHECK,LIGHT ANNEAL,WAFER SURFACE CLEAN
ns_000089,CLEAN AFTER ETCH,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,WAFER SURFACE CLEAN,DRIVE IN DIFFUSION
ns_000090,YIELD ANALYSIS,FINAL LOT RELEASE,PACKAGE PREPARATION,FINAL ELECTRICAL TEST PREP,SHIP LOT
ns_000091,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST,VIA ETCH THROUGH DIELECTRIC
ns_000092,THERMAL OXIDATION,DEPOSIT PAD OXIDE,DRY WAFER,MEASURE SURFACE DEFECTS,EPITAXIAL WAFER CHECK
ns_000093,IMPLANT WELL,IMPLANT N-TYPE,IMPLANT P BODY,MEASURE WINDOW CD,WAFER SURFACE CLEAN
ns_000094,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,MEASURE OPENING CD,VIA ETCH THROUGH DIELECTRIC
ns_000095,FRONTSIDE CLEAN,SURFACE PREP FOR DEPOSITION,DEPOSIT METAL 1,MEASURE PLANARITY,WAFER SURFACE CLEAN
ns_000096,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,POST EXPOSE BAKE
ns_000097,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,CMP VIA FILL
ns_000098,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,MEASURE VIA CD,HARD BAKE
ns_000099,POLYSILICON ETCH DRY,POLYSILICON ETCH,HARD BAKE,MEASURE GATE CD,MEASURE CD LEVEL 2
ns_000100,DEPOSIT BACKSIDE METAL,BACKSIDE CLEAN FINAL,ETCH WET BACKSIDE,MEASURE BACKSIDE ROUGHNESS,DRY WAFER BACKSIDE
ns_000101,MEASURE DIELECTRIC THICKNESS,DENSIFY DIELECTRIC,ANNEAL DIELECTRIC,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC
ns_000102,FRONTSIDE CLEAN,SPIN COAT PHOTORESIST,WAFER SURFACE CLEAN,MEASURE DIELECTRIC THICKNESS,MEASURE SURFACE PARTICLES
ns_000103,EXPOSE LITHO LEVEL 4,POST EXPOSE BAKE,DEVELOP PHOTORESIST,HARD BAKE,METAL ETCH
ns_000104,FRONTSIDE CLEAN,WAFER SURFACE CLEAN,PRE CLEAN WAFER,SURFACE PREP FOR DEPOSITION,DEPOSIT INTERLAYER DIELECTRIC
ns_000105,SOFT BAKE,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST
ns_000106,FRONTSIDE CLEAN,SURFACE PREP FOR DEPOSITION,WAFER SURFACE CLEAN,DEPOSIT METAL 1,MEASURE PLANARITY
ns_000107,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 5,EXPOSE LITHO LEVEL 5,POST EXPOSE BAKE
ns_000108,BACKSIDE RINSE,DRY WAFER BACKSIDE,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,MEASURE BACKSIDE ROUGHNESS
ns_000109,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,MEASURE BACKSIDE ROUGHNESS,BACKSIDE THINNING CHECK
ns_000110,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,MEASURE LINE WIDTH,MEASURE METAL THICKNESS,FRONTSIDE CLEAN
ns_000111,HARD BAKE,METAL ETCH,METAL ETCH DRY,CLEAN AFTER METAL ETCH,STRIP RESIST
ns_000112,CLEAN AFTER POLY ETCH,MEASURE GATE CD,THERMAL OXIDATION,DEPOSIT SPACER DIELECTRIC,SPIN COAT PHOTORESIST
ns_000113,DRY WAFER BACKSIDE,BACKSIDE METALLIZATION PREP,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT
ns_000114,MEASURE OXIDE THICKNESS,MEASURE OXIDE QUALITY,SPIN COAT PHOTORESIST,ANNEAL OXIDE,MEASURE DIELECTRIC THICKNESS
ns_000115,MEASURE GATE OXIDE THICKNESS,MEASURE OXIDE QUALITY,WAFER SURFACE CLEAN,SURFACE PREP FOR DEPOSITION,DEPOSIT POLYSILICON
ns_000116,DRY WAFER,THERMAL OXIDATION,GATE OXIDE PREP,DEPOSIT PAD OXIDE,SURFACE PREP FOR DEPOSITION
ns_000117,BREAKDOWN VOLTAGE TEST,WAFER SORT TEST,YIELD ANALYSIS,PACKAGE PREPARATION,FINAL LOT RELEASE
ns_000118,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 2,DEVELOP PHOTORESIST
ns_000119,HARD BAKE,METAL ETCH,METAL ETCH DRY,MEASURE LINE WIDTH,MEASURE METAL THICKNESS
ns_000120,POST EXPOSE BAKE,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,HARD BAKE,PASSIVATION ETCH PAD OPENING
ns_000121,DEPOSIT BARRIER METAL,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL 1,WAFER SURFACE CLEAN
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,EXPOSE LITHO LEVEL 3,MEASURE SURFACE PARTICLES,STRIP PHOTORESIST
ns_000123,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN
ns_000124,SOFT BAKE,ALIGN MASK LEVEL 2,EXPOSE LITHO LEVEL 2,POST EXPOSE BAKE,DEVELOP PHOTORESIST
ns_000125,METAL ETCH,METAL ETCH DRY,MEASURE LINE WIDTH,STRIP RESIST,CLEAN AFTER METAL ETCH
ns_000126,YIELD ANALYSIS,FINAL LOT RELEASE,PACKAGE PREPARATION,SHIP LOT,FINAL PARTICLE INSPECTION
ns_000127,THERMAL OXIDATION,DEPOSIT PAD OXIDE,GATE OXIDE PREP,EPITAXY PREP,WAFER SURFACE CLEAN
ns_000128,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,EPITAXY ANNEAL,EPITAXIAL WAFER CHECK,EPITAXIAL REWORK CHECK
ns_000129,MEASURE GATE CD,THERMAL OXIDATION,DEPOSIT SPACER DIELECTRIC,SPIN COAT PHOTORESIST,MEASURE LINE WIDTH
ns_000130,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE
ns_000131,IMPLANT WELL,MEASURE WINDOW CD,IMPLANT N-TYPE,MEASURE OPENING CD,MEASURE CD LEVEL 1
ns_000132,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 1,POST EXPOSE BAKE,DEVELOP PHOTORESIST,PATTERN INSPECTION LEVEL 1
ns_000133,DRY WAFER BACKSIDE,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,MEASURE BACKSIDE ROUGHNESS,DEPOSIT BACKSIDE METAL
ns_000134,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3,DEVELOP PHOTORESIST
ns_000135,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,POST EXPOSE BAKE,DEVELOP PHOTORESIST
ns_000136,DEPOSIT POLYSILICON,SURFACE PREP FOR DEPOSITION,WAFER SURFACE CLEAN,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST
ns_000137,HF DIP,DRY WAFER,THERMAL OXIDATION,WAFER SURFACE CLEAN,GATE OXIDE PREP
ns_000138,RAPID THERMAL ANNEAL,PRE ANNEAL CHECK,LIGHT ANNEAL,FRONTSIDE CLEAN,DEPOSIT INTERLAYER DIELECTRIC
ns_000139,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE SHEET RESISTANCE,WAFER SURFACE CLEAN,MEASURE FILM THICKNESS
ns_000140,EPITAXIAL DEPOSITION,EPITAXIAL LAYER PREP,SURFACE PREP FOR DEPOSITION,WAFER SURFACE CLEAN,MEASURE SURFACE PARTICLES
ns_000141,EXPOSE LITHO LEVEL 3,POST EXPOSE BAKE,DEVELOP PHOTORESIST,DIELECTRIC ETCH VIA,CLEAN AFTER VIA ETCH
ns_000142,CLEAN AFTER ETCH,IMPLANT SOURCE DRAIN,RAPID THERMAL ANNEAL,WAFER SURFACE CLEAN,DEPOSIT INTERLAYER DIELECTRIC
ns_000143,PATTERN INSPECTION LEVEL 2,MEASURE CD LEVEL 2,MEASURE GATE CD,POLYSILICON ETCH DRY,HARD BAKE
ns_000144,EPITAXIAL DEPOSITION,EPITAXIAL LAYER PREP,EPITAXIAL WAFER CHECK,SURFACE PREP FOR DEPOSITION,MEASURE WAFER THICKNESS
ns_000145,SPIN COAT PHOTORESIST,DEPOSIT SPACER DIELECTRIC,ALIGN MASK LEVEL 3,HF DIP,IMPLANT LDD
ns_000146,DEPOSIT BARRIER METAL,SURFACE PREP FOR DEPOSITION,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,DEPOSIT METAL 1
ns_000147,MEASURE PAD OPENING,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL CLEAN
ns_000148,MEASURE METAL THICKNESS,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4
ns_000149,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 1,EXPOSE LITHO LEVEL 1,MEASURE OXIDE QUALITY
ns_000150,FINAL ELECTRICAL TEST PREP,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST,FINAL CLEAN,YIELD ANALYSIS
ns_000151,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,MEASURE VIA CD,OXIDE ETCH
ns_000152,MEASURE PAD OPENING,ELECTRICAL PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP,WAFER SORT TEST,FINAL PARTICLE INSPECTION
ns_000153,MEASURE OXIDE THICKNESS,MEASURE OXIDE QUALITY,WAFER SURFACE CLEAN,SPIN COAT PHOTORESIST,MEASURE DIELECTRIC THICKNESS
ns_000154,ANISOTROPIC ETCH SPACER,CLEAN AFTER ETCH,MEASURE SPACER WIDTH,RAPID THERMAL ANNEAL,DEPOSIT INTERLAYER DIELECTRIC
ns_000155,CLEAN PAD OPENING,MEASURE PAD OPENING,FINAL CLEAN,ELECTRICAL PARAMETRIC TEST,WAFER SORT TEST
ns_000156,WAFER SORT TEST,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,MEASURE DEVICE PARAMETER,YIELD ANALYSIS
ns_000157,DRY WAFER,THERMAL OXIDATION,SURFACE PREP FOR DEPOSITION,DEPOSIT PAD OXIDE,GATE OXIDE PREP
ns_000158,IMPLANT WELL,MEASURE WINDOW CD,MEASURE OPENING CD,IMPLANT N-TYPE,IMPLANT P BODY
ns_000159,STRIP PHOTORESIST,CLEAN AFTER METAL ETCH,STRIP RESIST,METAL PATTERN INSPECTION,MEASURE LINE WIDTH
ns_000160,METAL ETCH,METAL ETCH DRY,MEASURE LINE WIDTH,METAL PATTERN INSPECTION,FINAL CD INSPECTION
ns_000161,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 4,DEVELOP PHOTORESIST
ns_000162,DEPOSIT BARRIER METAL,SURFACE PREP FOR DEPOSITION,DEPOSIT TUNGSTEN SEED,FILL VIA TUNGSTEN,MEASURE VIA CD
ns_000163,BACKSIDE ANNEAL,MEASURE BACKSIDE CONTACT,MEASURE METAL THICKNESS,BACKSIDE CLEAN FINAL,WAFER SORT TEST
ns_000164,FILL VIA METAL,SURFACE PREP FOR DEPOSITION,MEASURE METAL THICKNESS,VIA INSPECTION,MEASURE SHEET RESISTANCE
ns_000165,FRONTSIDE CLEAN,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 3
ns_000166,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,MEASURE LINE WIDTH,MEASURE METAL THICKNESS,MEASURE SHEET RESISTANCE
ns_000167,WAFER SORT TEST,YIELD ANALYSIS,BREAKDOWN VOLTAGE TEST,SWITCHING TEST,FINAL LOT RELEASE
ns_000168,ANISOTROPIC ETCH SPACER,MEASURE DIELECTRIC THICKNESS,DENSIFY DIELECTRIC,ANNEAL DIELECTRIC,MEASURE FILM THICKNESS
ns_000169,CLEAN AFTER POLY ETCH,MEASURE GATE CD,SPIN COAT PHOTORESIST,SOFT BAKE,ALIGN MASK LEVEL 3
ns_000170,DEVELOP PHOTORESIST,HARD BAKE,MEASURE VIA CD,VIA ETCH THROUGH DIELECTRIC,CLEAN AFTER VIA ETCH
ns_000171,EPITAXIAL DEPOSITION,EPITAXIAL LAYER PREP,SURFACE PREP FOR DEPOSITION,DRY WAFER,WAFER SURFACE CLEAN
ns_000172,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,WAFER SURFACE CLEAN,MEASURE OXIDE QUALITY,ALIGN MASK LEVEL 2
ns_000173,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,MEASURE VIA CD
