EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000099,POLYSILICON ETCH,HARD BAKE,POLYSILICON ETCH DRY,OXIDE ETCH,METAL ETCH
ns_000100,DEPOSIT BACKSIDE METAL,MEASURE PAD OPENING,LEAKAGE TEST,MEASURE BACKSIDE CONTACT,THRESHOLD VOLTAGE TEST
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,POLYSILICON ANNEAL,MEASURE DIELECTRIC THICKNESS,IMPLANT DRAIN / CATHODE REGION
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,POST EXPOSE BAKE
ns_000103,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 6,EXPOSE LITHO LEVEL 3,ALIGN MASK LEVEL 4,FINAL CLEAN
ns_000104,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,MEASURE DEVICE PARAMETER,DRIVE IN DIFFUSION
ns_000105,SOFT BAKE,DEPOSIT METAL 1,DEPOSIT TOP METAL,IMPLANT WELL,SPIN COAT PHOTORESIST
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,SOFT BAKE
ns_000107,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER VIA ETCH,MEASURE PLANARITY,MEASURE SURFACE PLANARITY
ns_000108,BACKSIDE RINSE,SHIP LOT,THRESHOLD VOLTAGE TEST,DEPOSIT BACKSIDE METAL,MEASURE BACKSIDE CONTACT
ns_000109,DEPOSIT BACKSIDE METAL,MEASURE PAD OPENING,LEAKAGE TEST,MEASURE BACKSIDE CONTACT,THRESHOLD VOLTAGE TEST
ns_000110,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 6,METAL PATTERN INSPECTION,CLEAN PAD OPENING,THRESHOLD VOLTAGE TEST
ns_000111,METAL ETCH,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH,OXIDE ETCH DRY
ns_000112,CLEAN AFTER POLY ETCH,ALIGN MASK LEVEL 5,POLY PATTERN INSPECTION,CLEAN AFTER VIA ETCH,IMPLANT SOURCE REGION
ns_000113,BACKSIDE DRY,EXPOSE LITHO LEVEL 6,IMPLANT LDD,DEPOSIT BACKSIDE METAL,MEASURE SPACER WIDTH
ns_000114,MEASURE OXIDE THICKNESS,EPITAXIAL DEPOSITION,EXPOSE LITHO LEVEL 1,SPIN COAT PHOTORESIST,MEASURE EPITAXY THICKNESS
ns_000115,MEASURE GATE OXIDE THICKNESS,GATE OXIDE PREP,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,EXPOSE LITHO LEVEL 5
ns_000116,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WET CLEAN RCA2,DENSIFY DIELECTRIC
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,LOT IDENTIFICATION,FINAL LOT RELEASE,LOT RELEASE
ns_000118,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,HARD BAKE
ns_000119,METAL ETCH,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH,OXIDE ETCH DRY
ns_000120,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,FRONTSIDE CLEAN,OPEN PAD WINDOW LITHO
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,EPITAXIAL WAFER CHECK,WAFER SORT TEST,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,FINAL GEOMETRY CHECK,ELECTRICAL PARAMETRIC TEST
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,STRIP PHOTORESIST,STRIP RESIST,SPIN COAT PHOTORESIST
ns_000124,SOFT BAKE,DEPOSIT METAL 1,DEPOSIT TOP METAL,IMPLANT WELL,DEPOSIT PASSIVATION LAYER
ns_000125,METAL ETCH,HARD BAKE,ETCH SILICON OR OXIDE WINDOW,METAL ETCH DRY,POLYSILICON ETCH
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,FINAL LOT RELEASE
ns_000127,EPITAXY PREP,CLEAN PAD OPENING,BACKSIDE RINSE,HF DIP,LEAKAGE TEST
ns_000128,MEASURE EPITAXY THICKNESS,METAL PATTERN INSPECTION,CLEAN AFTER FIELD ETCH,ALIGN MASK LEVEL 4,EPITAXIAL DEPOSITION
ns_000129,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,MEASURE LINE WIDTH,EPITAXIAL WAFER CHECK
ns_000130,MEASURE GATE CD,IMPLANT SOURCE DRAIN,IMPLANT CHANNEL STOP,MEASURE LINE WIDTH,EPITAXIAL WAFER CHECK
ns_000131,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE POLY THICKNESS,STRIP RESIST
ns_000132,ALIGN MASK LEVEL 1,DEPOSIT BACKSIDE METAL,LEAKAGE TEST,PATTERN INSPECTION LEVEL 1,EPITAXY PREP
ns_000133,BACKSIDE DRY,IMPLANT LDD,DEPOSIT BACKSIDE METAL,MEASURE SPACER WIDTH,EXPOSE LITHO LEVEL 6
ns_000134,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,DENSIFY OXIDE
ns_000135,SOFT BAKE,DEPOSIT METAL 1,DEPOSIT TOP METAL,DEPOSIT PASSIVATION LAYER,MEASURE LINE WIDTH
ns_000136,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,IMPLANT P BODY,POLY PATTERN INSPECTION,YIELD ANALYSIS
ns_000137,HF DIP,MEASURE DEVICE PARAMETER,ANISOTROPIC ETCH SPACER,EPITAXY PREP,MEASURE LINE WIDTH
ns_000138,PRE ANNEAL CHECK,LIGHT ANNEAL,RAPID THERMAL ANNEAL,DRIVE IN DIFFUSION,DEPOSIT POLYSILICON
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,DEPOSIT POLYSILICON
ns_000140,EPITAXIAL DEPOSITION,IMPLANT DRAIN / CATHODE REGION,CLEAN AFTER WINDOW ETCH,CLEAN AFTER FIELD ETCH,BACKSIDE ANNEAL
ns_000141,EXPOSE LITHO LEVEL 3,ALIGN MASK LEVEL 3,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 6,EXPOSE LITHO LEVEL 5
ns_000142,IMPLANT LDD,MEASURE SPACER WIDTH,IMPLANT SOURCE REGION,IMPLANT N BUFFER,METAL PATTERN INSPECTION
ns_000143,POLY PATTERN INSPECTION,P BODY WINDOW INSPECTION,CURE PASSIVATION,DEPOSIT POLYSILICON,CLEAN AFTER WINDOW ETCH
ns_000144,EPITAXIAL DEPOSITION,EPITAXIAL LAYER PREP,IMPLANT DRAIN / CATHODE REGION,EPITAXIAL REWORK CHECK,MEASURE OXIDE THICKNESS
ns_000145,IMPLANT SOURCE DRAIN,MEASURE GATE CD,IMPLANT CHANNEL STOP,LOT IDENTIFICATION,IMPLANT DRAIN / CATHODE REGION
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,EPITAXIAL WAFER CHECK,WAFER SORT TEST,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000147,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,BREAKDOWN VOLTAGE TEST,CLEAN AFTER ETCH,ALIGN MASK LEVEL 6
ns_000148,ANNEAL METAL,ANNEAL METAL 1,CLEAN AFTER WINDOW ETCH,MEASURE EPITAXY THICKNESS,CLEAN AFTER ETCH
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,HARD BAKE
ns_000150,BACKSIDE CLEAN,FRONTSIDE CLEAN,WET CLEAN RCA1,RCA CLEAN 1,MEASURE OXIDE THICKNESS
ns_000151,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000152,MEASURE PAD OPENING,DEPOSIT BACKSIDE METAL,BREAKDOWN VOLTAGE TEST,CLEAN AFTER ETCH,ALIGN MASK LEVEL 6
ns_000153,MEASURE OXIDE THICKNESS,EXPOSE LITHO LEVEL 1,EPITAXIAL DEPOSITION,SPIN COAT PHOTORESIST,MEASURE EPITAXY THICKNESS
ns_000154,ANISOTROPIC ETCH SPACER,FIELD PATTERN INSPECTION,GATE OXIDE GROWTH,CLEAN AFTER FIELD ETCH,ALIGN MASK LEVEL 3
ns_000155,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,METAL PATTERN INSPECTION,BACKSIDE GRIND,EPITAXY PREP
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL GEOMETRY CHECK
ns_000157,DRY WAFER,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,DENSIFY DIELECTRIC,WET CLEAN RCA2
ns_000158,MEASURE OPENING CD,IMPLANT WELL,IMPLANT P BODY,MEASURE POLY THICKNESS,STRIP RESIST
ns_000159,STRIP RESIST,STRIP PHOTORESIST,FINAL CD INSPECTION,WAFER SORT TEST,MEASURE PASSIVATION THICKNESS
ns_000160,METAL ETCH,HARD BAKE,METAL ETCH DRY,ETCH SILICON OR OXIDE WINDOW,POLYSILICON ETCH
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,STRIP PHOTORESIST,STRIP RESIST,FRONTSIDE CLEAN
ns_000163,BACKSIDE ANNEAL,LEAKAGE TEST,MEASURE BACKSIDE CONTACT,BACKSIDE METALLIZATION PREP,PASSIVATION ETCH
ns_000164,FILL VIA METAL,DEPOSIT METAL SEED,MEASURE OPENING CD,ALIGN MASK LEVEL 6,DEPOSIT SPACER DIELECTRIC
ns_000165,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,ALIGN MASK LEVEL 3
ns_000166,CLEAN AFTER METAL ETCH,METAL PATTERN INSPECTION,ALIGN MASK LEVEL 6,THRESHOLD VOLTAGE TEST,EXPOSE LITHO LEVEL 6
ns_000167,SWITCHING TEST,MEASURE BACKSIDE CONTACT,BREAKDOWN VOLTAGE TEST,FINAL CLEAN,BACKSIDE ETCH CLEAN
ns_000168,ANISOTROPIC ETCH SPACER,FIELD PATTERN INSPECTION,GATE OXIDE GROWTH,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 5
ns_000169,CLEAN AFTER POLY ETCH,ALIGN MASK LEVEL 5,POLY PATTERN INSPECTION,CLEAN AFTER VIA ETCH,IMPLANT SOURCE REGION
ns_000170,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PARAMETRIC TEST,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000171,EPITAXIAL DEPOSITION,IMPLANT DRAIN / CATHODE REGION,CLEAN AFTER FIELD ETCH,CLEAN AFTER WINDOW ETCH,BACKSIDE ANNEAL
ns_000172,GATE OXIDE PREP,DEPOSIT POLYSILICON,CLEAN AFTER ETCH,POLY PATTERN INSPECTION,BACKSIDE ETCH CLEAN
ns_000173,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000174,ANNEAL METAL,ANNEAL METAL 1,MEASURE EPITAXY THICKNESS,CLEAN AFTER WINDOW ETCH,CLEAN AFTER ETCH
ns_000175,BACKSIDE ETCH CLEAN,BACKSIDE GRIND,ALIGN MASK LEVEL 6,MEASURE PAD OPENING,EXPOSE LITHO LEVEL 6
