EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000021,POLYSILICON ETCH DRY,HARD BAKE,METAL ETCH DRY,ETCH SILICON OR OXIDE WINDOW,FIELD OXIDE ETCH
ns_000022,EPITAXIAL LAYER PREP,EPITAXIAL REWORK CHECK,DEPOSIT FIELD OXIDE,MEASURE SHEET RESISTANCE,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000023,OXIDE ETCH DRY,HARD BAKE,METAL ETCH DRY,POLYSILICON ETCH DRY,ETCH SILICON OR OXIDE WINDOW
ns_000024,FILL VIA METAL,FILL VIA TUNGSTEN,DEPOSIT METAL SEED,EXPOSE LITHO LEVEL 6,P BODY WINDOW INSPECTION
ns_000025,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,DEPOSIT PAD OXIDE
ns_000026,BACKSIDE ANNEAL,MEASURE BACKSIDE ROUGHNESS,CLEAN PAD OPENING,DEPOSIT BACKSIDE PROTECTION,MEASURE BACKSIDE CONTACT
ns_000027,DEPOSIT BACKSIDE PROTECTION,ANNEAL POLYSILICON,CLEAN PAD OPENING,DEPOSIT BACKSIDE METAL,MEASURE EPITAXY THICKNESS
ns_000028,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,MEASURE SURFACE PARTICLES,MEASURE SURFACE DEFECTS,PRE CLEAN WAFER
ns_000029,INSPECT PATTERN LEVEL 1,VIA INSPECTION,VIA OPENING INSPECTION,PATTERN INSPECTION LEVEL 2,DEPOSIT METAL SEED
ns_000030,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL PARTICLE INSPECTION,FINAL ELECTRICAL TEST PREP,FINAL CD INSPECTION
ns_000031,MEASURE SHEET RESISTANCE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000032,LOT RELEASE,FINAL LOT RELEASE,WAFER SORT TEST,YIELD ANALYSIS,BACKSIDE DRY
ns_000033,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 5,ALIGN MASK LEVEL 2
ns_000034,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000035,BACKSIDE THINNING CHECK,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,WET CLEAN RCA1
ns_000036,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEPOSIT GATE OXIDE OR DIELECTRIC,PRE CLEAN INSPECTION,INITIAL WAFER INSPECTION
ns_000037,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,METAL PATTERN INSPECTION,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,RCA CLEAN 2
ns_000039,DEPOSIT FIELD OXIDE,EPITAXIAL REWORK CHECK,MEASURE CD LEVEL 2,IMPLANT N-TYPE,MEASURE SHEET RESISTANCE
ns_000040,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEPOSIT GATE OXIDE OR DIELECTRIC,PRE CLEAN INSPECTION,EPITAXIAL REWORK CHECK
ns_000041,BACKSIDE METALLIZATION PREP,MEASURE WAFER THICKNESS,MEASURE THICKNESS,DEPOSIT BACKSIDE METAL,BACKSIDE RINSE
ns_000042,MEASURE SHEET RESISTANCE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000043,MEASURE BACKSIDE CONTACT,BACKSIDE RINSE,BREAKDOWN VOLTAGE TEST,DEPOSIT BACKSIDE METAL,BACKSIDE DRY
ns_000044,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,ANNEAL METAL,ANNEAL METAL 1
ns_000045,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 5,ALIGN MASK LEVEL 2
ns_000046,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,INITIAL WAFER INSPECTION,PRE CLEAN INSPECTION
ns_000047,WET CLEAN RCA1,RCA CLEAN 1,FRONTSIDE CLEAN,BACKSIDE CLEAN,WET CLEAN RCA2
ns_000048,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,EPITAXIAL LAYER PREP,ANNEAL OXIDE,MEASURE OXIDE THICKNESS
ns_000049,MEASURE CD LEVEL 2,IMPLANT N-TYPE,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,STRIP RESIST
ns_000050,BACKSIDE ANNEAL,MEASURE BACKSIDE ROUGHNESS,MEASURE BACKSIDE CONTACT,SURFACE PREP FOR DEPOSITION,CLEAN PAD OPENING
ns_000051,EXPOSE LITHO LEVEL 2,CLEAN AFTER WINDOW ETCH,POST EXPOSE BAKE,DEVELOP PHOTORESIST,IMPLANT N-TYPE
ns_000052,FILL VIA METAL,FILL VIA TUNGSTEN,EXPOSE LITHO LEVEL 6,DEPOSIT METAL SEED,ALIGN MASK LEVEL 6
ns_000053,MEASURE RESISTIVITY,RINSE WET WAFER_EDGE,IMPLANT DRAIN / CATHODE REGION,DRY WAFER BACKSIDE,CLEAN AFTER OXIDE ETCH
ns_000054,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 6,SURFACE PREP FOR DEPOSITION,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2
ns_000055,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,WAFER SORT TEST,IMPLANT SOURCE REGION
ns_000056,IMPLANT CHANNEL STOP,MEASURE GATE CD,IMPLANT N-TYPE,IMPLANT N BUFFER,FRONTSIDE CLEAN
ns_000057,OXIDE ETCH DRY,HARD BAKE,METAL ETCH DRY,ETCH SILICON OR OXIDE WINDOW,POLYSILICON ETCH DRY
ns_000058,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,MEASURE SURFACE PARTICLES,MEASURE SURFACE DEFECTS,PRE CLEAN WAFER
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,MEASURE FILM THICKNESS
ns_000060,BACKSIDE ETCH CLEAN,ALIGN MASK LEVEL 6,BACKSIDE GRIND,BACKSIDE RINSE,CLEAN PAD OPENING
ns_000061,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,INITIAL WAFER INSPECTION,PRE CLEAN INSPECTION
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,WAFER CLEAN PRE PROCESS
ns_000064,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
ns_000065,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,CURE PASSIVATION,OPEN PAD WINDOW LITHO,FIELD PATTERN INSPECTION
ns_000066,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,FILL VIA METAL,RECEIVE WAFER LOT,CLEAN AFTER VIA ETCH
ns_000067,OXIDE ETCH DRY,HARD BAKE,METAL ETCH DRY,ETCH SILICON OR OXIDE WINDOW,POLYSILICON ETCH DRY
ns_000068,BREAKDOWN VOLTAGE TEST,MEASURE BACKSIDE CONTACT,BACKSIDE GRIND,BACKSIDE RINSE,FINAL THICKNESS MEASURE
ns_000069,EXPOSE LITHO LEVEL 2,IMPLANT N-TYPE,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP PHOTORESIST
ns_000070,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 4,CLEAN AFTER FIELD ETCH,FIELD PATTERN INSPECTION
ns_000071,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,DEPOSIT METAL 1,DEPOSIT TOP METAL,ANNEAL METAL 1
ns_000072,BACKSIDE THINNING CHECK,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,WET CLEAN RCA1
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000074,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 3,CLEAN AFTER FIELD ETCH,ALIGN MASK LEVEL 2
ns_000075,SOFT BAKE,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,WET CLEAN RCA2,PATTERN INSPECTION LEVEL 2
ns_000076,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,EXPOSE LITHO LEVEL 3,CLEAN AFTER FIELD ETCH,ALIGN MASK LEVEL 5
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,INITIAL WAFER INSPECTION,PRE CLEAN INSPECTION
ns_000078,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 4,BACKSIDE ANNEAL,IMPLANT N-TYPE,EXPOSE LITHO LEVEL 1
ns_000079,LOT RELEASE,FINAL LOT RELEASE,WAFER SORT TEST,YIELD ANALYSIS,ETCH WET BACKSIDE
ns_000080,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 4,CLEAN AFTER FIELD ETCH,FIELD PATTERN INSPECTION
ns_000081,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 4,RECEIVE WAFER LOT,DIELECTRIC ETCH VIA
ns_000082,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FRONTSIDE CLEAN,WAFER SORT TEST
ns_000083,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,WAFER SORT TEST,IMPLANT SOURCE REGION
ns_000084,POLYSILICON ETCH DRY,DEPOSIT FIELD OXIDE,HARD BAKE,EXPOSE LITHO LEVEL 2,DENSIFY DIELECTRIC
ns_000085,LOT RELEASE,FINAL LOT RELEASE,WAFER SORT TEST,YIELD ANALYSIS,ETCH WET BACKSIDE
ns_000086,VIA OPENING INSPECTION,VIA INSPECTION,METAL PATTERN INSPECTION,FIELD PATTERN INSPECTION,PATTERN INSPECTION LEVEL 2
ns_000087,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 6,CLEAN PAD OPENING
ns_000088,MEASURE INITIAL THICKNESS,MEASURE INITIAL GEOMETRY,MEASURE SURFACE PARTICLES,MEASURE SURFACE DEFECTS,PRE CLEAN WAFER
ns_000089,EXPOSE LITHO LEVEL 2,POLYSILICON ETCH DRY,HARD BAKE,DEPOSIT FIELD OXIDE,IMPLANT N-TYPE
ns_000090,YIELD ANALYSIS,WAFER SORT TEST,ELECTRICAL PARAMETRIC TEST,SOFT BAKE,BACKSIDE THINNING CHECK
ns_000091,SOFT BAKE,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,PATTERN INSPECTION LEVEL 2,MEASURE BACKSIDE ROUGHNESS
ns_000092,EPITAXIAL LAYER PREP,EPITAXIAL REWORK CHECK,DEPOSIT FIELD OXIDE,MEASURE BACKSIDE ROUGHNESS,MEASURE SHEET RESISTANCE
ns_000093,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,OXIDE ETCH DRY,DEVELOP PHOTORESIST
ns_000094,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,ALIGN MASK LEVEL 3
ns_000095,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,CURE PASSIVATION
ns_000096,ANNEAL METAL 1,ANNEAL METAL,MEASURE EPITAXY THICKNESS,CLEAN AFTER VIA ETCH,MEASURE RESISTIVITY
ns_000097,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER FIELD ETCH,ALIGN MASK LEVEL 6,FILL VIA TUNGSTEN
ns_000098,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000099,POLYSILICON ETCH DRY,HARD BAKE,METAL ETCH DRY,ETCH SILICON OR OXIDE WINDOW,FIELD OXIDE ETCH
ns_000100,DEPOSIT BACKSIDE METAL,MEASURE BACKSIDE CONTACT,BACKSIDE ETCH CLEAN,BACKSIDE METALLIZATION PREP,MEASURE PAD OPENING
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,DEPOSIT PAD OXIDE,MEASURE DIELECTRIC THICKNESS,ANNEAL OXIDE
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,WET CLEAN RCA1
ns_000103,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 6,SURFACE PREP FOR DEPOSITION,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2
ns_000104,MEASURE SHEET RESISTANCE,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000105,SOFT BAKE,SPIN COAT PHOTORESIST,MEASURE DIELECTRIC THICKNESS,MEASURE BACKSIDE ROUGHNESS,PATTERN INSPECTION LEVEL 2
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,CURE PASSIVATION
ns_000107,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,METAL PATTERN INSPECTION,CLEAN AFTER VIA ETCH,EXPOSE LITHO LEVEL 1
ns_000108,BACKSIDE RINSE,BACKSIDE DRY,BACKSIDE ETCH CLEAN,MEASURE BACKSIDE CONTACT,BACKSIDE METALLIZATION PREP
ns_000109,DEPOSIT BACKSIDE METAL,MEASURE BACKSIDE CONTACT,BACKSIDE ETCH CLEAN,BACKSIDE METALLIZATION PREP,MEASURE PAD OPENING
ns_000110,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 4,CLEAN AFTER FIELD ETCH,FIELD PATTERN INSPECTION
ns_000111,METAL ETCH DRY,HARD BAKE,POLYSILICON ETCH DRY,DIELECTRIC ETCH VIA,ETCH SILICON OR OXIDE WINDOW
ns_000112,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,IMPLANT DRAIN / CATHODE REGION,CLEAN AFTER VIA ETCH
ns_000113,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,MEASURE BACKSIDE CONTACT,BREAKDOWN VOLTAGE TEST,BACKSIDE ETCH CLEAN
ns_000114,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,GRINDING WAFER BACKSIDE,DEPOSIT PAD OXIDE,METAL PATTERN INSPECTION
ns_000115,OXIDE ETCH DRY,HARD BAKE,ETCH SILICON OR OXIDE WINDOW,METAL ETCH DRY,POLYSILICON ETCH DRY
ns_000116,DRY WAFER,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,MEASURE DIELECTRIC THICKNESS,BACKSIDE CLEAN
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,FINAL LOT RELEASE,LOT RELEASE,STRIP RESIST
ns_000118,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,WET CLEAN RCA1
ns_000119,METAL ETCH DRY,HARD BAKE,POLYSILICON ETCH DRY,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
ns_000120,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT GATE OXIDE OR DIELECTRIC,WAFER SORT TEST,YIELD ANALYSIS
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP RESIST,WAFER CLEAN PRE PROCESS
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEPOSIT GATE OXIDE OR DIELECTRIC,PRE CLEAN INSPECTION,INITIAL WAFER INSPECTION
ns_000124,SOFT BAKE,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,PATTERN INSPECTION LEVEL 2,WET CLEAN RCA2
ns_000125,METAL ETCH DRY,HARD BAKE,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,FIELD OXIDE ETCH
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,ELECTRICAL PARAMETRIC TEST,SOFT BAKE,BACKSIDE THINNING CHECK
ns_000127,PRE CLEAN WAFER,WAFER CLEAN PRE PROCESS,MEASURE SURFACE PARTICLES,MEASURE SURFACE DEFECTS,EPITAXIAL WAFER CHECK
ns_000128,EPITAXIAL REWORK CHECK,EPITAXIAL LAYER PREP,DEPOSIT FIELD OXIDE,MEASURE SHEET RESISTANCE,DEPOSIT GATE OXIDE OR DIELECTRIC
ns_000129,MEASURE CD LEVEL 2,IMPLANT N-TYPE,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,ETCH SILICON OR OXIDE WINDOW
ns_000130,MEASURE CD LEVEL 2,IMPLANT N-TYPE,PRE ANNEAL CHECK,STRIP RESIST,RAPID THERMAL ANNEAL
ns_000131,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,OXIDE ETCH DRY,EPITAXIAL LAYER PREP
ns_000132,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,CLEAN AFTER OXIDE ETCH,MEASURE EPITAXY THICKNESS,LEAKAGE TEST
ns_000133,BACKSIDE DRY,BACKSIDE METALLIZATION PREP,MEASURE BACKSIDE CONTACT,BACKSIDE ETCH CLEAN,DEPOSIT BACKSIDE METAL
ns_000134,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS
ns_000135,SOFT BAKE,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,CMP METAL,PATTERN INSPECTION LEVEL 2
ns_000136,FRONTSIDE CLEAN,ALIGN MASK LEVEL 3,DEPOSIT FIELD OXIDE,P BODY WINDOW INSPECTION,ALIGN MASK LEVEL 2
ns_000137,HF DIP,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,CLEAN AFTER FIELD ETCH
ns_000138,CMP VIA FILL,CMP METAL,EXPOSE LITHO LEVEL 2,DEPOSIT PAD OXIDE,EXPOSE LITHO LEVEL 3
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,RCA CLEAN 2
ns_000140,EPITAXIAL LAYER PREP,EPITAXIAL REWORK CHECK,DEPOSIT FIELD OXIDE,MEASURE EPITAXY THICKNESS,ALIGN MASK LEVEL 1
ns_000141,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,RECEIVE WAFER LOT
ns_000142,BACKSIDE METALLIZATION PREP,EXPOSE LITHO LEVEL 2,BACKSIDE RINSE,MEASURE WAFER THICKNESS,MEASURE THICKNESS
ns_000143,PATTERN INSPECTION LEVEL 2,P BODY WINDOW INSPECTION,POLY PATTERN INSPECTION,FIELD PATTERN INSPECTION,FILL VIA TUNGSTEN
ns_000144,EPITAXIAL WAFER CHECK,MEASURE RESISTIVITY,EPITAXIAL LAYER PREP,DRY WAFER,EPITAXIAL REWORK CHECK
ns_000145,IMPLANT CHANNEL STOP,MEASURE GATE CD,IMPLANT N-TYPE,IMPLANT N BUFFER,PRE CLEAN WAFER
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT GATE OXIDE OR DIELECTRIC,WAFER SORT TEST,YIELD ANALYSIS
ns_000147,MEASURE PAD OPENING,IMPLANT CHANNEL STOP,DEPOSIT BACKSIDE METAL,MEASURE OXIDE QUALITY,POLYSILICON ANNEAL
ns_000148,ANNEAL METAL 1,ANNEAL METAL,MEASURE EPITAXY THICKNESS,CLEAN AFTER VIA ETCH,MEASURE RESISTIVITY
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE SURFACE PARTICLES
ns_000150,BACKSIDE THINNING CHECK,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,WET CLEAN RCA1
ns_000151,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000152,MEASURE PAD OPENING,IMPLANT CHANNEL STOP,DEPOSIT TUNGSTEN SEED,DEPOSIT BACKSIDE METAL,MEASURE OXIDE QUALITY
ns_000153,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,GRINDING WAFER BACKSIDE,METAL PATTERN INSPECTION,DEPOSIT PAD OXIDE
ns_000154,POLYSILICON ETCH DRY,HARD BAKE,BACKSIDE METALLIZATION PREP,MEASURE WAFER THICKNESS,MEASURE THICKNESS
ns_000155,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,METAL PATTERN INSPECTION,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP
ns_000157,DRY WAFER,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,BACKSIDE CLEAN,MEASURE DIELECTRIC THICKNESS
ns_000158,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,MEASURE OXIDE QUALITY,VIA ETCH,OXIDE ETCH DRY
ns_000159,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FRONTSIDE CLEAN,WAFER SORT TEST
ns_000160,METAL ETCH DRY,HARD BAKE,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,FIELD OXIDE ETCH
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEPOSIT GATE OXIDE OR DIELECTRIC,PRE CLEAN INSPECTION,INITIAL WAFER INSPECTION
ns_000163,BACKSIDE ANNEAL,CLEAN PAD OPENING,MEASURE BACKSIDE ROUGHNESS,DEPOSIT BACKSIDE PROTECTION,MEASURE BACKSIDE CONTACT
ns_000164,FILL VIA METAL,FILL VIA TUNGSTEN,DEPOSIT METAL SEED,EXPOSE LITHO LEVEL 6,ALIGN MASK LEVEL 6
ns_000165,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,EXPOSE LITHO LEVEL 3
ns_000166,CLEAN AFTER METAL ETCH,ALIGN MASK LEVEL 4,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,FIELD PATTERN INSPECTION
ns_000167,SWITCHING TEST,THRESHOLD VOLTAGE TEST,POLYSILICON ETCH DRY,THERMAL OXIDATION,SOFT BAKE
ns_000168,POLYSILICON ETCH DRY,HARD BAKE,CMP METAL,CMP VIA FILL,ETCH SILICON OR OXIDE WINDOW
