EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000037,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,PASSIVATION ETCH PAD OPENING
ns_000038,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,POST EXPOSE BAKE
ns_000039,HARD BAKE,FIELD OXIDE ETCH,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC
ns_000040,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
ns_000041,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,FIELD OXIDE ETCH
ns_000042,MEASURE SHEET RESISTANCE,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000043,FINAL CLEAN,FRONTSIDE CLEAN FINAL,MEASURE BACKSIDE CONTACT,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK
ns_000044,CURE PASSIVATION,CLEAN AFTER METAL ETCH,ANNEAL METAL,ANNEAL METAL 1,CMP METAL
ns_000045,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,HF DIP
ns_000046,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,PASSIVATION ETCH PAD OPENING,MEASURE PASSIVATION THICKNESS
ns_000047,WET CLEAN RCA1,RCA CLEAN 1,FRONTSIDE CLEAN,BACKSIDE CLEAN,RCA CLEAN 2
ns_000048,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,EPITAXIAL REWORK CHECK,SPIN COAT PHOTORESIST,MEASURE OXIDE THICKNESS
ns_000049,MEASURE CD LEVEL 2,IMPLANT N-TYPE,MEASURE GATE CD,MEASURE SURFACE UNIFORMITY,MEASURE WINDOW CD
ns_000050,BACKSIDE ANNEAL,CLEAN PAD OPENING,BACKSIDE DRY,METAL PATTERN INSPECTION,MEASURE PAD OPENING
ns_000051,FIELD OXIDE ETCH,HARD BAKE,POLYSILICON ETCH DRY,METAL ETCH DRY,VIA ETCH
ns_000052,FILL VIA METAL,DEPOSIT BACKSIDE METAL,FILL VIA TUNGSTEN,METAL PATTERN INSPECTION,METAL ETCH DRY
ns_000053,MEASURE RESISTIVITY,P BODY WINDOW INSPECTION,CLEAN AFTER ETCH,ETCH WET BACKSIDE,MEASURE SURFACE PARTICLES
ns_000054,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 6
ns_000055,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000056,IMPLANT CHANNEL STOP,IMPLANT N-TYPE,IMPLANT N BUFFER,IMPLANT SOURCE REGION,MEASURE GATE CD
ns_000057,OXIDE ETCH DRY,HARD BAKE,MEASURE OPENING CD,IMPLANT P BODY,ETCH SILICON OR OXIDE WINDOW
ns_000058,ETCH SILICON OR OXIDE WINDOW,HARD BAKE,POLYSILICON ETCH DRY,OXIDE ETCH DRY,METAL ETCH DRY
ns_000059,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,SPIN COAT PHOTORESIST
ns_000060,BACKSIDE ETCH CLEAN,CLEAN AFTER ETCH,CLEAN AFTER WINDOW ETCH,SWITCHING TEST,DEPOSIT BACKSIDE METAL
ns_000061,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS,PASSIVATION ETCH PAD OPENING
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,FINAL OXIDE CHECK
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,SPIN COAT PHOTORESIST
ns_000064,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP PHOTORESIST,STRIP RESIST
ns_000065,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,OPEN BOND PAD WINDOW
ns_000066,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,BACKSIDE DRY,CLEAN AFTER OXIDE ETCH,ANNEAL DIELECTRIC
ns_000067,OXIDE ETCH DRY,HARD BAKE,MEASURE OPENING CD,IMPLANT P BODY,ETCH SILICON OR OXIDE WINDOW
ns_000068,BREAKDOWN VOLTAGE TEST,MEASURE RESISTIVITY,SWITCHING TEST,PARAMETRIC TEST,THRESHOLD VOLTAGE TEST
ns_000069,HARD BAKE,FIELD OXIDE ETCH,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC
ns_000070,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER OXIDE ETCH,METAL PATTERN INSPECTION
ns_000071,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE SHEET RESISTANCE
ns_000072,BACKSIDE THINNING CHECK,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,FINAL THICKNESS MEASURE
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000074,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 1
ns_000075,SOFT BAKE,WAFER SORT TEST,FINAL THICKNESS MEASURE,YIELD ANALYSIS,HARD BAKE
ns_000076,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 5,ALIGN MASK LEVEL 1
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
ns_000078,HARD BAKE,FIELD OXIDE ETCH,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
ns_000079,FINAL LOT RELEASE,LOT RELEASE,YIELD ANALYSIS,LOT IDENTIFICATION,WAFER SORT TEST
ns_000080,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER OXIDE ETCH,METAL PATTERN INSPECTION
ns_000081,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 1
ns_000082,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FINAL CLEAN,WET CLEAN RCA1
ns_000083,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
ns_000084,HARD BAKE,FIELD OXIDE ETCH,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
ns_000085,LOT RELEASE,FINAL LOT RELEASE,YIELD ANALYSIS,LOT IDENTIFICATION,WAFER SORT TEST
ns_000086,VIA OPENING INSPECTION,VIA INSPECTION,METAL PATTERN INSPECTION,POLY PATTERN INSPECTION,EXPOSE LITHO LEVEL 4
ns_000087,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 6
ns_000088,MEASURE OPENING CD,IMPLANT P BODY,DRIVE IN DIFFUSION,MEASURE JUNCTION DEPTH,HARD BAKE
ns_000089,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,FIELD OXIDE ETCH
ns_000090,YIELD ANALYSIS,WAFER SORT TEST,LOT RELEASE,FINAL THICKNESS MEASURE,FINAL LOT RELEASE
ns_000091,SOFT BAKE,WAFER SORT TEST,FINAL THICKNESS MEASURE,YIELD ANALYSIS,POLYSILICON ETCH DRY
ns_000092,THERMAL OXIDATION,MEASURE JUNCTION DEPTH,MEASURE OXIDE THICKNESS,EPITAXIAL REWORK CHECK,DEPOSIT FIELD OXIDE
ns_000093,MEASURE OPENING CD,IMPLANT P BODY,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,OXIDE ETCH DRY
ns_000094,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 5
ns_000095,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION LAYER
ns_000096,ANNEAL METAL 1,ANNEAL METAL,METAL ETCH DRY,DEPOSIT METAL 1,DEPOSIT TOP METAL
ns_000097,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,ALIGN MASK LEVEL 4,FILL VIA TUNGSTEN
ns_000098,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000099,POLYSILICON ETCH DRY,HARD BAKE,FIELD OXIDE ETCH,METAL ETCH DRY,OXIDE ETCH DRY
ns_000100,DEPOSIT BACKSIDE METAL,FILL VIA METAL,DEPOSIT BACKSIDE PROTECTION,DEPOSIT PAD OXIDE,BACKSIDE ETCH CLEAN
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,DEPOSIT INTERLEVEL DIELECTRIC
ns_000102,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000103,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 5,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 6
ns_000104,MEASURE SHEET RESISTANCE,DEPOSIT GATE OXIDE OR DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT FIELD OXIDE
ns_000105,SOFT BAKE,WAFER SORT TEST,HARD BAKE,FINAL THICKNESS MEASURE,YIELD ANALYSIS
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,MEASURE VIA RESISTANCE,MEASURE CONTACT RESISTANCE,DEPOSIT PASSIVATION LAYER
ns_000107,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
ns_000108,BACKSIDE RINSE,BACKSIDE DRY,BACKSIDE ANNEAL,CLEAN PAD OPENING,DEPOSIT BACKSIDE PROTECTION
ns_000109,DEPOSIT BACKSIDE METAL,FILL VIA METAL,DEPOSIT BACKSIDE PROTECTION,EXPOSE LITHO LEVEL 6,BACKSIDE ETCH CLEAN
ns_000110,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER OXIDE ETCH,METAL PATTERN INSPECTION
ns_000111,METAL ETCH DRY,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH
ns_000112,CLEAN AFTER POLY ETCH,CLEAN AFTER WINDOW ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 5
ns_000113,BACKSIDE DRY,METAL ETCH DRY,HARD BAKE,SOFT BAKE,BACKSIDE ANNEAL
ns_000114,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,THERMAL OXIDATION,OXIDE ETCH DRY,MEASURE JUNCTION DEPTH
ns_000115,ETCH SILICON OR OXIDE WINDOW,HARD BAKE,POLYSILICON ETCH DRY,METAL ETCH DRY,OXIDE ETCH DRY
ns_000116,DRY WAFER,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,WET CLEAN RCA2,RCA CLEAN 2
ns_000117,WAFER SORT TEST,YIELD ANALYSIS,FINAL THICKNESS MEASURE,FINAL LOT RELEASE,LOT RELEASE
ns_000118,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST
ns_000119,METAL ETCH DRY,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH
ns_000120,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP PHOTORESIST,STRIP RESIST
ns_000121,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,DEPOSIT METAL 1
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,PRE ANNEAL CHECK,SPIN COAT PHOTORESIST
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP RESIST,MEASURE LINE WIDTH
ns_000124,SOFT BAKE,WAFER SORT TEST,FINAL THICKNESS MEASURE,POLYSILICON ETCH DRY,YIELD ANALYSIS
ns_000125,METAL ETCH DRY,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,PASSIVATION ETCH PAD OPENING
ns_000126,YIELD ANALYSIS,WAFER SORT TEST,FINAL THICKNESS MEASURE,LOT RELEASE,FINAL LOT RELEASE
ns_000127,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,GRINDING WAFER BACKSIDE,MEASURE WINDOW CD,MEASURE OPENING CD
ns_000128,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,MEASURE SHEET RESISTANCE,DEPOSIT FIELD OXIDE,EPITAXIAL REWORK CHECK
ns_000129,MEASURE CD LEVEL 2,IMPLANT N-TYPE,MEASURE GATE CD,IMPLANT CHANNEL STOP,MEASURE SURFACE UNIFORMITY
ns_000130,MEASURE CD LEVEL 2,IMPLANT N-TYPE,MEASURE SURFACE UNIFORMITY,IMPLANT SOURCE REGION,MEASURE GATE CD
ns_000131,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,MEASURE OPENING CD,IMPLANT P BODY,MEASURE OXIDE QUALITY
ns_000132,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
ns_000133,BACKSIDE DRY,BACKSIDE ANNEAL,METAL ETCH DRY,DEPOSIT METAL SEED,SOFT BAKE
ns_000134,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,MEASURE OXIDE THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS
ns_000135,SOFT BAKE,WAFER SORT TEST,YIELD ANALYSIS,FINAL THICKNESS MEASURE,CURE PASSIVATION
ns_000136,ETCH SILICON OR OXIDE WINDOW,HARD BAKE,POLYSILICON ETCH DRY,OXIDE ETCH DRY,METAL ETCH DRY
ns_000137,HF DIP,EXPOSE LITHO LEVEL 1,FRONTSIDE CLEAN,ETCH WET BACKSIDE,CURE PASSIVATION
ns_000138,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,BACKSIDE CLEAN FINAL
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,POST EXPOSE BAKE
ns_000140,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,GRINDING WAFER BACKSIDE,MEASURE OPENING CD,IMPLANT P BODY
ns_000141,EXPOSE LITHO LEVEL 4,EXPOSE LITHO LEVEL 1,EXPOSE LITHO LEVEL 3,EXPOSE LITHO LEVEL 2,EXPOSE LITHO LEVEL 5
ns_000142,FIELD OXIDE ETCH,HARD BAKE,POLYSILICON ETCH DRY,VIA ETCH,DIELECTRIC ETCH VIA
ns_000143,FIELD PATTERN INSPECTION,P BODY WINDOW INSPECTION,PATTERN INSPECTION LEVEL 2,POLY PATTERN INSPECTION,ALIGN MASK LEVEL 3
ns_000144,MEASURE EPITAXY THICKNESS,GRINDING WAFER BACKSIDE,MEASURE OPENING CD,MEASURE BACKSIDE ROUGHNESS,IMPLANT P BODY
ns_000145,IMPLANT CHANNEL STOP,IMPLANT N-TYPE,IMPLANT SOURCE REGION,IMPLANT N BUFFER,MEASURE GATE CD
ns_000146,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT PASSIVATION LAYER,DEPOSIT METAL 1,DEPOSIT PASSIVATION
ns_000147,MEASURE PAD OPENING,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,BACKSIDE GRIND,CLEAN PAD OPENING
ns_000148,ANNEAL METAL 1,ANNEAL METAL,METAL ETCH DRY,DEPOSIT METAL 1,DEPOSIT TOP METAL
ns_000149,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,STRIP RESIST
ns_000150,BACKSIDE THINNING CHECK,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,FRONTSIDE CLEAN,FINAL THICKNESS MEASURE
ns_000151,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,POLYSILICON ETCH DRY
ns_000152,MEASURE PAD OPENING,BACKSIDE GRIND,DEPOSIT PAD OXIDE,CLEAN PAD OPENING,BACKSIDE ANNEAL
ns_000153,MEASURE OXIDE THICKNESS,MEASURE FILM THICKNESS,THERMAL OXIDATION,OXIDE ETCH DRY,MEASURE JUNCTION DEPTH
ns_000154,HARD BAKE,FIELD OXIDE ETCH,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
ns_000155,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,PASSIVATION ETCH PAD OPENING
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP
ns_000157,DRY WAFER,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND,WET CLEAN RCA2,RCA CLEAN 2
ns_000158,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,MEASURE OPENING CD,IMPLANT P BODY,MEASURE OXIDE QUALITY
ns_000159,BACKSIDE CLEAN,BACKSIDE CLEAN FINAL,BACKSIDE THINNING CHECK,FINAL CLEAN,FRONTSIDE CLEAN
ns_000160,METAL ETCH DRY,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,ANNEAL METAL 1
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
ns_000163,BACKSIDE ANNEAL,BACKSIDE DRY,CLEAN PAD OPENING,METAL PATTERN INSPECTION,MEASURE PAD OPENING
ns_000164,FILL VIA METAL,DEPOSIT BACKSIDE METAL,FILL VIA TUNGSTEN,METAL PATTERN INSPECTION,IMPLANT DRAIN / CATHODE REGION
ns_000165,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,MEASURE METAL THICKNESS
ns_000166,CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER OXIDE ETCH,METAL PATTERN INSPECTION
ns_000167,SWITCHING TEST,THRESHOLD VOLTAGE TEST,FINAL CLEAN,LEAKAGE TEST,SHIP LOT
ns_000168,HARD BAKE,FIELD OXIDE ETCH,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC
ns_000169,CLEAN AFTER POLY ETCH,CLEAN AFTER WINDOW ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 5
ns_000170,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,STRIP PHOTORESIST,STRIP RESIST
ns_000171,MEASURE EPITAXY THICKNESS,MEASURE RESISTIVITY,DEPOSIT FIELD OXIDE,MEASURE SHEET RESISTANCE,EPITAXIAL REWORK CHECK
ns_000172,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,HARD BAKE
ns_000173,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
ns_000174,ANNEAL METAL 1,ANNEAL METAL,METAL ETCH DRY,DEPOSIT METAL 1,DEPOSIT TOP METAL
ns_000175,BACKSIDE ETCH CLEAN,CLEAN AFTER WINDOW ETCH,CLEAN AFTER ETCH,DEPOSIT BACKSIDE METAL,SWITCHING TEST
