EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
ns_000062,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000063,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000064,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,,,
ns_000065,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,,,
ns_000066,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,,,
ns_000067,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000068,THRESHOLD VOLTAGE TEST,BREAKDOWN VOLTAGE TEST,PARAMETRIC TEST,,
ns_000069,MEASURE SPACER WIDTH,IMPLANT LDD,,,
ns_000070,CLEAN AFTER METAL ETCH,,,,
ns_000071,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT TOP METAL,DEPOSIT METAL 1,
ns_000072,BACKSIDE CLEAN,BACKSIDE GRIND,BACKSIDE THINNING CHECK,BACKSIDE CLEAN FINAL,
ns_000073,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,,,
ns_000074,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 5,,,
ns_000075,SOFT BAKE,,,,
ns_000076,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 5,,,
ns_000077,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,,
ns_000078,MEASURE SPACER WIDTH,IMPLANT LDD,,,
ns_000079,LOT RELEASE,FINAL LOT RELEASE,,,
ns_000080,CLEAN AFTER METAL ETCH,,,,
ns_000081,EXPOSE LITHO LEVEL 3,,,,
ns_000082,STRIP RESIST,STRIP PHOTORESIST,,,
ns_000083,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000084,ANISOTROPIC ETCH SPACER,,,,
ns_000085,LOT RELEASE,FINAL LOT RELEASE,,,
ns_000086,VIA INSPECTION,FIELD PATTERN INSPECTION,VIA OPENING INSPECTION,,
ns_000087,EXPOSE LITHO LEVEL 2,,,,
ns_000088,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,,,
ns_000089,IMPLANT LDD,,,,
ns_000090,YIELD ANALYSIS,,,,
ns_000091,SOFT BAKE,,,,
ns_000092,THERMAL OXIDATION,,,,
ns_000093,MEASURE OPENING CD,IMPLANT WELL,,,
ns_000094,EXPOSE LITHO LEVEL 3,,,,
ns_000095,DEPOSIT METAL 1,DEPOSIT TOP METAL,,,
ns_000096,ANNEAL METAL 1,ANNEAL METAL,,,
ns_000097,CLEAN AFTER VIA ETCH,,,,
ns_000098,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,
ns_000099,POLYSILICON ETCH DRY,POLYSILICON ETCH,HARD BAKE,,
ns_000100,DEPOSIT BACKSIDE METAL,,,,
ns_000101,DENSIFY DIELECTRIC,DENSIFY OXIDE,,,
ns_000102,SPIN COAT PHOTORESIST,,,,
ns_000103,EXPOSE LITHO LEVEL 4,,,,
ns_000104,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,,
ns_000105,SOFT BAKE,,,,
ns_000106,DEPOSIT METAL 1,DEPOSIT TOP METAL,,,
ns_000107,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,,,
ns_000108,BACKSIDE RINSE,,,,
ns_000109,DEPOSIT BACKSIDE METAL,,,,
ns_000110,CLEAN AFTER METAL ETCH,,,,
ns_000111,METAL ETCH,METAL ETCH DRY,HARD BAKE,,
ns_000112,CLEAN AFTER POLY ETCH,,,,
ns_000113,BACKSIDE DRY,,,,
ns_000114,MEASURE OXIDE THICKNESS,,,,
ns_000115,MEASURE GATE OXIDE THICKNESS,,,,
ns_000116,DRY WAFER,OXIDE STRIP,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND
ns_000117,WAFER SORT TEST,,,,
ns_000118,SPIN COAT PHOTORESIST,,,,
ns_000119,METAL ETCH DRY,HARD BAKE,METAL ETCH,,
ns_000120,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,,,
ns_000121,DEPOSIT BARRIER METAL,,,,
ns_000122,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000123,MEASURE VIA CD,DEPOSIT BARRIER METAL,,,
ns_000124,SOFT BAKE,,,,
ns_000125,METAL ETCH DRY,METAL ETCH,,,
ns_000126,YIELD ANALYSIS,,,,
ns_000127,EPITAXY PREP,,,,
ns_000128,MEASURE EPITAXY THICKNESS,,,,
ns_000129,MEASURE GATE CD,IMPLANT SOURCE DRAIN,,,
ns_000130,MEASURE GATE CD,IMPLANT SOURCE DRAIN,,,
ns_000131,MEASURE OPENING CD,IMPLANT WELL,,,
ns_000132,ALIGN MASK LEVEL 1,,,,
ns_000133,BACKSIDE DRY,,,,
ns_000134,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,,,
ns_000135,SOFT BAKE,,,,
ns_000136,DEPOSIT POLYSILICON,,,,
ns_000137,HF DIP,,,,
ns_000138,PRE ANNEAL CHECK,LIGHT ANNEAL,,,
ns_000139,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,,,
ns_000140,EPITAXIAL DEPOSITION,,,,
ns_000141,EXPOSE LITHO LEVEL 3,,,,
ns_000142,IMPLANT LDD,,,,
ns_000143,PATTERN INSPECTION LEVEL 2,POLY PATTERN INSPECTION,P BODY WINDOW INSPECTION,,
ns_000144,EPITAXIAL DEPOSITION,,,,
ns_000145,IMPLANT CHANNEL STOP,IMPLANT SOURCE DRAIN,,,
ns_000146,DEPOSIT BARRIER METAL,,,,
ns_000147,MEASURE PAD OPENING,,,,
ns_000148,ANNEAL METAL 1,ANNEAL METAL,,,
ns_000149,SPIN COAT PHOTORESIST,,,,
ns_000150,BACKSIDE CLEAN,BACKSIDE GRIND,BACKSIDE THINNING CHECK,BACKSIDE CLEAN FINAL,
ns_000151,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,
ns_000152,MEASURE PAD OPENING,,,,
ns_000153,MEASURE OXIDE THICKNESS,,,,
ns_000154,ANISOTROPIC ETCH SPACER,,,,
ns_000155,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,,,
ns_000156,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,FINAL OXIDE CHECK,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST
ns_000157,DRY WAFER,OXIDE STRIP,SUBSTRATE CHECK,WAFER CLEAN PRE-GRIND,EPITAXIAL WAFER CHECK
ns_000158,MEASURE OPENING CD,IMPLANT WELL,,,
ns_000159,STRIP RESIST,STRIP PHOTORESIST,,,
ns_000160,METAL ETCH DRY,METAL ETCH,,,
ns_000161,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,,,
ns_000162,MEASURE VIA CD,DEPOSIT BARRIER METAL,,,
ns_000163,BACKSIDE ANNEAL,,,,
ns_000164,FILL VIA METAL,,,,
ns_000165,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,,,
ns_000166,CLEAN AFTER METAL ETCH,,,,
ns_000167,SWITCHING TEST,,,,
ns_000168,ANISOTROPIC ETCH SPACER,,,,
ns_000169,CLEAN AFTER POLY ETCH,,,,
ns_000170,DEVELOP PHOTORESIST,,,,
ns_000171,EPITAXIAL DEPOSITION,,,,
ns_000172,GATE OXIDE PREP,SPIN COAT PHOTORESIST,,,
ns_000173,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,
ns_000174,ANNEAL METAL,ANNEAL METAL 1,,,
ns_000175,BACKSIDE ETCH CLEAN,,,,
ns_000176,INSPECT PATTERN LEVEL 1,PATTERN INSPECTION LEVEL 1,,,
ns_000177,BACKSIDE CLEAN,BACKSIDE GRIND,BACKSIDE THINNING CHECK,BACKSIDE CLEAN FINAL,
ns_000178,THERMAL OXIDATION,,,,
ns_000179,CLEAN AFTER POLY ETCH,,,,
ns_000180,DRY WAFER,OXIDE STRIP,EPITAXIAL WAFER CHECK,SUBSTRATE CHECK,WAFER CLEAN PRE-GRIND
ns_000181,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000182,WAFER SURFACE CLEAN,,,,
ns_000183,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,,,
ns_000184,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,,,
ns_000185,EXPOSE LITHO LEVEL 3,,,,
ns_000186,SOFT BAKE,,,,
ns_000187,CLEAN AFTER METAL ETCH,,,,
ns_000188,IMPLANT LDD,,,,
ns_000189,POLYSILICON ANNEAL,,,,
ns_000190,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP,,
ns_000191,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,,,
ns_000192,POLYSILICON ETCH DRY,POLYSILICON ETCH,HARD BAKE,,
ns_000193,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,,,
ns_000194,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,,,
ns_000195,ANNEAL METAL,ANNEAL METAL 1,,,
ns_000196,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 6,,,
ns_000197,DRY WAFER,OXIDE STRIP,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,WAFER CLEAN PRE-GRIND
ns_000198,CURE PASSIVATION,,,,
ns_000199,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000200,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,,,
ns_000201,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,,,
ns_000202,HF DIP,,,,
ns_000203,MEASURE SHEET RESISTANCE,DEPOSIT SPACER DIELECTRIC,,,
ns_000204,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,,,
ns_000205,DEVELOP PHOTORESIST,,,,
ns_000206,MEASURE GATE CD,IMPLANT SOURCE DRAIN,,,
ns_000207,FINAL CLEAN,,,,
ns_000208,MEASURE OXIDE THICKNESS,,,,
ns_000209,FINAL PARTICLE INSPECTION,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP,
ns_000210,SOFT BAKE,,,,
ns_000211,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,,,
ns_000212,EPITAXY ANNEAL,,,,
ns_000213,BACKSIDE METALLIZATION PREP,,,,
ns_000214,OXIDE ETCH,HARD BAKE,,,
ns_000215,EPITAXIAL DEPOSITION,,,,
ns_000216,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,,,
ns_000217,MEASURE PAD OPENING,,,,
ns_000218,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT TOP METAL,DEPOSIT METAL 1,
ns_000219,EXPOSE LITHO LEVEL 4,,,,
ns_000220,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,,,
ns_000221,MEASURE BACKSIDE CONTACT,,,,
ns_000222,MEASURE JUNCTION DEPTH,THERMAL OXIDATION,,,
ns_000223,GATE OXIDE GROWTH,,,,
ns_000224,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,,,
ns_000225,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,,
ns_000226,DEPOSIT METAL 1,DEPOSIT TOP METAL,,,
ns_000227,MEASURE OXIDE THICKNESS,,,,
ns_000228,SOFT BAKE,,,,
ns_000229,EPITAXY PREP,,,,
ns_000230,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,,,
ns_000231,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000232,BACKSIDE RINSE,,,,
ns_000233,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,,,
ns_000234,SOFT BAKE,,,,
ns_000235,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,,,
ns_000236,IMPLANT LDD,,,,
ns_000237,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 6,,,
ns_000238,EPITAXY PREP,,,,
ns_000239,SPIN COAT PHOTORESIST,GATE OXIDE PREP,,,
ns_000240,HF DIP,,,,
ns_000241,MEASURE OPENING CD,IMPLANT WELL,,,
ns_000242,THERMAL OXIDATION,,,,
ns_000243,DEVELOP PHOTORESIST,,,,
ns_000244,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,,,
ns_000245,INSPECT PATTERN LEVEL 1,PATTERN INSPECTION LEVEL 1,,,
ns_000246,CLEAN PAD OPENING,,,,
ns_000247,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,,,
ns_000248,METAL ETCH,METAL ETCH DRY,HARD BAKE,,
ns_000249,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP,,
ns_000250,MEASURE LINE WIDTH,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,,
ns_000251,IMPLANT CHANNEL STOP,IMPLANT SOURCE DRAIN,,,
ns_000252,BACKSIDE ETCH CLEAN,,,,
ns_000253,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 5,,,
ns_000254,EPITAXY PREP,,,,
ns_000255,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,,,
ns_000256,CLEAN AFTER ETCH,,,,
ns_000257,SPIN COAT PHOTORESIST,,,,
ns_000258,LOT RELEASE,FINAL LOT RELEASE,,,
ns_000259,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST,FINAL ELECTRICAL TEST PREP,,
ns_000260,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000261,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000262,WAFER SORT TEST,,,,
ns_000263,THERMAL OXIDATION,,,,
ns_000264,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST,PARAMETRIC TEST,
ns_000265,BACKSIDE ANNEAL,,,,
ns_000266,SOFT BAKE,,,,
ns_000267,PRE ANNEAL CHECK,LIGHT ANNEAL,,,
ns_000268,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,,
ns_000269,DENSIFY DIELECTRIC,DENSIFY OXIDE,,,
ns_000270,MEASURE OXIDE THICKNESS,,,,
ns_000271,SOFT BAKE,,,,
ns_000272,EXPOSE LITHO LEVEL 2,,,,
ns_000273,MEASURE WAFER THICKNESS,MEASURE THICKNESS,,,
ns_000274,SWITCHING TEST,,,,
ns_000275,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,,,
ns_000276,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000277,EPITAXY PREP,,,,
ns_000278,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,,,
ns_000279,METAL PATTERN INSPECTION,POLY PATTERN INSPECTION,,,
ns_000280,EPITAXY ANNEAL,,,,
ns_000281,WAFER CLEAN PRE-GRIND,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,,
ns_000282,DEPOSIT SPACER DIELECTRIC,,,,
ns_000283,BACKSIDE GRIND,DEPOSIT BACKSIDE PROTECTION,,,
ns_000284,DEVELOP PHOTORESIST,,,,
ns_000285,YIELD ANALYSIS,,,,
ns_000286,IMPLANT CHANNEL STOP,IMPLANT SOURCE DRAIN,,,
ns_000287,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 4,,,
ns_000288,DRIVE IN DIFFUSION,,,,
ns_000289,MEASURE CONTACT RESISTANCE,MEASURE VIA RESISTANCE,DEPOSIT TOP METAL,DEPOSIT METAL 1,
ns_000290,MEASURE BACKSIDE CONTACT,,,,
ns_000291,EPITAXY ANNEAL,,,,
ns_000292,CLEAN AFTER METAL ETCH,,,,
ns_000293,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000294,MEASURE JUNCTION PROFILE,DEPOSIT INTERLEVEL DIELECTRIC,DEPOSIT INTERLAYER DIELECTRIC,,
ns_000295,SPIN COAT PHOTORESIST,,,,
ns_000296,DEPOSIT POLYSILICON,,,,
ns_000297,BACKSIDE RINSE,,,,
ns_000298,SPIN COAT PHOTORESIST,,,,
ns_000299,VIA INSPECTION,FIELD PATTERN INSPECTION,VIA OPENING INSPECTION,,
ns_000300,METAL ETCH DRY,HARD BAKE,METAL ETCH,,
ns_000301,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000302,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,,,
ns_000303,DEVELOP PHOTORESIST,,,,
ns_000304,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000305,SPIN COAT PHOTORESIST,,,,
ns_000306,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000307,MEASURE EPITAXY THICKNESS,,,,
ns_000308,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,,,
ns_000309,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,,,
ns_000310,MEASURE POLY THICKNESS,SPIN COAT PHOTORESIST,,,
ns_000311,BACKSIDE METALLIZATION PREP,,,,
ns_000312,MEASURE BACKSIDE CONTACT,,,,
ns_000313,IMPLANT WELL,,,,
ns_000314,THERMAL OXIDATION,,,,
ns_000315,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,FINAL OXIDE CHECK,PARAMETRIC TEST,ELECTRICAL PARAMETRIC TEST
ns_000316,CMP VIA FILL,CMP METAL,,,
ns_000317,EXPOSE LITHO LEVEL 4,,,,
ns_000318,CLEAN AFTER ETCH,,,,
ns_000319,DRY WAFER,OXIDE STRIP,SUBSTRATE CHECK,WAFER CLEAN PRE-GRIND,EPITAXIAL WAFER CHECK
ns_000320,MEASURE OXIDE THICKNESS,,,,
ns_000321,SPIN COAT PHOTORESIST,GATE OXIDE PREP,,,
ns_000322,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,,,
ns_000323,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,,,
ns_000324,EPITAXIAL DEPOSITION,,,,
ns_000325,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000326,WAFER CLEAN PRE-GRIND,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,,
ns_000327,WAFER CLEAN PRE-GRIND,SUBSTRATE CHECK,EPITAXIAL WAFER CHECK,,
ns_000328,SPIN COAT PHOTORESIST,,,,
ns_000329,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000330,DEVELOP PHOTORESIST,,,,
ns_000331,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,,,
ns_000332,EPITAXY PREP,,,,
ns_000333,WAFER SORT TEST,,,,
ns_000334,MEASURE WAFER THICKNESS,MEASURE THICKNESS,,,
ns_000335,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,,,
ns_000336,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,,,
ns_000337,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,,,
ns_000338,MEASURE GATE CD,IMPLANT SOURCE DRAIN,,,
ns_000339,CLEAN AFTER METAL ETCH,,,,
ns_000340,SOFT BAKE,,,,
ns_000341,DEPOSIT BACKSIDE METAL,,,,
ns_000342,THERMAL OXIDATION,,,,
ns_000343,SPIN COAT PHOTORESIST,,,,
ns_000344,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000345,MEASURE JUNCTION DEPTH,THERMAL OXIDATION,,,
ns_000346,EXPOSE LITHO LEVEL 4,,,,
ns_000347,DEVELOP PHOTORESIST,,,,
ns_000348,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000349,MEASURE SHEET RESISTANCE,DEPOSIT SPACER DIELECTRIC,,,
ns_000350,VIA INSPECTION,FIELD PATTERN INSPECTION,VIA OPENING INSPECTION,,
ns_000351,EXPOSE LITHO LEVEL 3,,,,
ns_000352,DENSIFY DIELECTRIC,DENSIFY OXIDE,,,
ns_000353,P BODY WINDOW INSPECTION,POLY PATTERN INSPECTION,PATTERN INSPECTION LEVEL 2,,
ns_000354,CURE PASSIVATION,,,,
ns_000355,POLYSILICON ANNEAL,,,,
ns_000356,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,,,
ns_000357,FINAL CLEAN,,,,
ns_000358,GATE OXIDE GROWTH,,,,
ns_000359,MEASURE JUNCTION DEPTH,THERMAL OXIDATION,,,
ns_000360,BACKSIDE ETCH CLEAN,,,,
ns_000361,ALIGN MASK LEVEL 1,,,,
ns_000362,CURE PASSIVATION,,,,
ns_000363,PRE ANNEAL CHECK,DRIVE IN DIFFUSION,,,
ns_000364,MEASURE RESISTIVITY,,,,
ns_000365,BACKSIDE ETCH CLEAN,,,,
ns_000366,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,,,
ns_000367,OXIDE ETCH,HARD BAKE,,,
ns_000368,FINAL THICKNESS MEASURE,FINAL GEOMETRY CHECK,FINAL CD INSPECTION,FINAL PARTICLE INSPECTION,ELECTRICAL PARAMETRIC TEST
ns_000369,BACKSIDE CLEAN,BACKSIDE GRIND,BACKSIDE THINNING CHECK,BACKSIDE CLEAN FINAL,
ns_000370,DEVELOP PHOTORESIST,POST EXPOSE BAKE,,,
ns_000371,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,,,
ns_000372,EXPOSE LITHO LEVEL 4,,,,
ns_000373,MEASURE SPACER WIDTH,IMPLANT LDD,,,
ns_000374,MEASURE BACKSIDE CONTACT,,,,
ns_000375,MEASURE OXIDE THICKNESS,,,,
ns_000376,CMP VIA FILL,CMP METAL,,,
ns_000377,MEASURE OXIDE THICKNESS,,,,
ns_000378,LOT RELEASE,FINAL LOT RELEASE,,,
ns_000379,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,,,
ns_000380,MEASURE JUNCTION DEPTH,THERMAL OXIDATION,,,
ns_000381,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,,,
ns_000382,HARD BAKE,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,
ns_000383,CLEAN AFTER VIA ETCH,,,,
ns_000384,OXIDE ETCH,,,,
ns_000385,DEPOSIT SPACER DIELECTRIC,,,,
ns_000386,FINAL CLEAN,,,,
ns_000387,EXPOSE LITHO LEVEL 4,,,,
ns_000388,STRIP PHOTORESIST,STRIP RESIST,,,
ns_000389,SPIN COAT PHOTORESIST,,,,
ns_000390,IMPLANT LDD,,,,
ns_000391,MEASURE EPITAXY THICKNESS,,,,
ns_000392,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,,,
ns_000393,IMPLANT LDD,,,,
ns_000394,SOFT BAKE,,,,
ns_000395,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 6,,,
ns_000396,POLYSILICON ANNEAL,,,,
ns_000397,PRE ANNEAL CHECK,RAPID THERMAL ANNEAL,,,
ns_000398,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,,,
